ticker,company_name,sector,price,chg_pct,net_score,bull,bear,verdict,bars,mode,mtf_aligned,mtf_detail,earnings_soon,atr_stop,Candle,Candle_label,Volume,Volume_label,SMA,SMA_label,Gaps,Gaps_label,Stoch,Stoch_label,CCI,CCI_label,RR,RR_label,Rel.Str,Rel.Str_label,VWAP,VWAP_label,News,News_label,gamma_strike,gamma_value,gamma_oi,gamma_pin,gamma_squeeze,gamma_size_mult,gamma_detail,fib_anchor,fib_swing_high,fib_swing_low,fib_direction,fib_entry,fib_entry_label,fib_stop,fib_stop_label,fib_t1,fib_t1_label,fib_t2,fib_t2_label,fib_t3,fib_t3_label,fib_rr_t1,fib_rr_t2,fib_rr_t3,fib_next_target,fib_next_label,fib_support_1,fib_resistance_1,fib_r_R 23p6,fib_r_R 38p2,fib_r_R 50p0,fib_r_R 61p8,fib_r_R 78p6,fib_e_E 100p0,fib_e_E 127p2,fib_e_E 138p2,fib_e_E 161p8,fib_e_E 200p0,fib_e_E 261p8
DDOG,"Datadog, Inc.",Technology,229.9,,0,4,4,Neutral,251,Daily,True,,False,,bear,Bearish bar,neutral,In line with trend,bear,Near 20-period SMA (below),bull,2 open gap(s) below (support),bull,Oversold,bull,Bullish zone,bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-5.1% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",230.0,0.0245,1859,YES,,0.75,"⚠ Gamma pin risk: $230.00 strike (0.0% away) γ=0.0245 OI=1,859 — size reduced 75%",session,262.2,219.08,neutral,240.64,R 50.0%,228.31,R 78.6%,252.02,R 23.6%,262.2,E 100.0%,273.93,E 127.2%,0.92,1.75,2.7,240.64,R 50.0%,228.31,235.55,252.02,245.73,240.64,235.55,228.31,262.2,273.93,278.67,288.85,305.32,331.97
KHC,The Kraft Heinz Company,Consumer Defensive,24.39,,0,4,4,Neutral,251,Daily,True,,False,,bear,Stale green (3-bar exhaustion),neutral,Significantly below trend,bull,Near 20-period SMA (above),bear,1 open gap(s) above (resistance),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+5.4% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",24.5,0.5386,1798,YES,,0.75,"⚠ Gamma pin risk: $24.50 strike (0.5% away) γ=0.5386 OI=1,798 — size reduced 75%",session,24.41,21.96,neutral,23.19,R 50.0%,22.49,R 78.6%,23.83,R 23.6%,24.41,E 100.0%,25.08,E 127.2%,0.91,1.74,2.7,23.19,R 50.0%,23.83,24.41,23.83,23.47,23.19,22.9,22.49,24.41,25.08,25.35,25.92,26.86,28.37
NXPI,NXP Semiconductors N.V.,Technology,304.86,,0,3,3,Neutral,251,Daily,True,,False,,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bear,Bearish zone,bear,Rejection at prior resistance,neutral,"Short-term bounce, weak medium-term RS",neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",300.0,0.0177,1017,,,1.0,"Nearest strike: $300.00 (1.6% away) γ=0.0177 OI=1,017 — standard sizing",session,328.21,279.36,neutral,303.78,R 50.0%,289.81,R 78.6%,316.68,R 23.6%,328.21,E 100.0%,341.5,E 127.2%,0.92,1.75,2.7,303.78,R 50.0%,303.78,309.55,316.68,309.55,303.78,298.02,289.81,328.21,341.5,346.87,358.4,377.06,407.25
TSLA,"Tesla, Inc.",Consumer Cyclical,406.43,,0,4,4,Neutral,251,Daily,True,,False,,bull,Bullish bar,bull,Above trend,bear,Near 20-period SMA (below),bear,1 open gap(s) above (resistance),bull,%K above %D (bullish cross) · Wide,bear,Bearish zone,bear,Below SMA (acting as resistance),neutral,"Short-term bounce, weak medium-term RS",neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",405.0,0.0281,1163,YES,,0.75,"⚠ Gamma pin risk: $405.00 strike (0.4% away) γ=0.0281 OI=1,163 — size reduced 75%",session,433.6,380.15,neutral,406.88,R 50.0%,391.59,R 78.6%,420.99,R 23.6%,433.6,E 100.0%,448.14,E 127.2%,0.92,1.75,2.7,406.88,R 50.0%,400.57,406.88,420.99,413.18,406.88,400.57,391.59,433.6,448.14,454.02,466.63,487.05,520.08
MDLZ,"Mondelez International, Inc.",Consumer Defensive,62.99,,0,3,3,Neutral,251,Daily,True,,False,,bear,Hanging man,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Breakout above prior resistance,neutral,In line with market,neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",62.5,0.1426,1814,YES,,0.75,"⚠ Gamma pin risk: $62.50 strike (0.8% away) γ=0.1426 OI=1,814 — size reduced 75%",session,64.35,60.7,neutral,62.52,R 50.0%,61.48,R 78.6%,63.49,R 23.6%,64.35,E 100.0%,65.34,E 127.2%,0.93,1.76,2.71,62.52,R 50.0%,62.96,63.49,63.49,62.96,62.52,62.09,61.48,64.35,65.34,65.74,66.61,68.0,70.26
CMCSA,Comcast Corporation,Communication Services,24.5,,0,3,3,Neutral,251,Daily,True,,False,,bull,Bullish bar,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bear,Bearish zone,bear,Break below prior support,neutral,In line with market,neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",24.5,0.3164,1129,YES,,0.75,"⚠ Gamma pin risk: $24.50 strike (0.0% away) γ=0.3164 OI=1,129 — size reduced 75%",session,24.74,23.13,neutral,23.93,R 50.0%,23.47,R 78.6%,24.36,R 23.6%,24.74,E 100.0%,25.18,E 127.2%,0.93,1.76,2.72,23.93,R 50.0%,24.36,24.74,24.36,24.12,23.93,23.75,23.47,24.74,25.18,25.36,25.73,26.35,27.34
INTU,Intuit Inc.,Technology,276.73,,0,4,4,Neutral,251,Daily,True,,False,,bull,Bullish harami,neutral,In line with trend,bear,Wide divergence below SMA,bear,8 open gap(s) above (resistance),bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-14.6% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",280.0,0.0228,1149,,,1.0,"Nearest strike: $280.00 (1.2% away) γ=0.0228 OI=1,149 — standard sizing",session,321.11,268.01,neutral,294.56,R 50.0%,279.37,R 78.6%,308.58,R 23.6%,321.11,E 100.0%,335.55,E 127.2%,0.92,1.75,2.7,294.56,R 50.0%,,279.37,308.58,300.83,294.56,288.29,279.37,321.11,335.55,341.39,353.93,374.21,407.03
WMT,Walmart Inc.,Consumer Defensive,121.04,,-1,3,4,Neutral,251,Daily,True,,False,125.4,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bear,Overbought,bear,Bearish zone,bear,Break below prior support,bull,Outperforming SPY strongly (+6.5% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",121.0,0.1116,2604,YES,,0.75,"⚠ Gamma pin risk: $121.00 strike (0.0% away) γ=0.1116 OI=2,604 — size reduced 75%",session,121.86,112.96,bearish,116.36,R 38.2%,118.46,R 61.8%,112.96,E 100.0%,110.54,E 127.2%,107.46,E 161.8%,1.62,2.77,4.24,112.96,E 100.0%,119.96,,115.06,116.36,117.41,118.46,119.96,112.96,110.54,109.56,107.46,104.06,98.56
ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,282.85,,-1,4,5,Neutral,251,Daily,True,,False,298.48,bull,Stale red (3-bar reversal),bear,Above trend,bear,Near 20-period SMA (below),bear,2 open gap(s) above (resistance),bull,Oversold,bull,Oversold (< -100),bear,Break below prior support,bear,Underperforming SPY strongly (-4.4% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",,,,,,1.0,No significant gamma strikes near price,session,310.53,281.77,bearish,292.76,R 38.2%,299.54,R 61.8%,281.77,E 100.0%,273.95,E 127.2%,264.0,E 161.8%,1.62,2.77,4.24,281.77,E 100.0%,281.77,288.56,288.56,292.76,296.15,299.54,304.38,281.77,273.95,270.78,264.0,253.01,235.24
MSTR,Strategy Inc,Technology,123.97,,-1,3,4,Neutral,251,Daily,True,,False,139.59,bull,Bullish bar,neutral,In line with trend,bear,Wide divergence below SMA,bear,4 open gap(s) above (resistance),bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),neutral,"Short-term bounce, weak medium-term RS",neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",124.0,0.036,1949,YES,,0.75,"⚠ Gamma pin risk: $124.00 strike (0.0% away) γ=0.0360 OI=1,949 — size reduced 75%",multi-day swing (20b),182.23,113.27,bearish,139.61,R 38.2%,155.89,R 61.8%,113.27,E 100.0%,94.51,E 127.2%,70.65,E 161.8%,1.62,2.77,4.24,113.27,E 100.0%,113.27,129.54,129.54,139.61,147.75,155.89,167.47,113.27,94.51,86.93,70.65,44.31,1.69
APP,AppLovin Corporation,Technology,496.77,,-1,3,4,Neutral,251,Daily,True,,False,547.75,bull,Bullish bar,neutral,In line with trend,bear,Wide divergence below SMA,neutral,Open gaps above and below,bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-17.0% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",500.0,0.0104,1784,YES,,0.75,"⚠ Gamma pin risk: $500.00 strike (0.7% away) γ=0.0104 OI=1,784 — size reduced 75%",session,599.64,472.0,bearish,520.76,R 38.2%,550.88,R 61.8%,472.0,E 100.0%,437.28,E 127.2%,393.12,E 161.8%,1.62,2.77,4.24,472.0,E 100.0%,472.0,502.12,502.12,520.76,535.82,550.88,572.33,472.0,437.28,423.24,393.12,344.36,265.48
CEG,Constellation Energy Corporation,Utilities,253.76,,-1,3,4,Neutral,251,Daily,True,,False,270.75,bull,Bullish bar,neutral,In line with trend,bear,Wide divergence below SMA,bear,2 open gap(s) above (resistance),bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),neutral,In line with market,neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",250.0,0.0259,2979,,,1.0,"Nearest strike: $250.00 (1.5% away) γ=0.0259 OI=2,979 — standard sizing",session,274.5,240.51,bearish,253.49,R 38.2%,261.52,R 61.8%,240.51,E 100.0%,231.26,E 127.2%,219.5,E 161.8%,1.62,2.77,4.23,240.51,E 100.0%,253.49,257.5,248.53,253.49,257.5,261.52,267.23,240.51,231.26,227.53,219.5,206.52,185.51
NFLX,"Netflix, Inc.",Communication Services,80.34,,-1,3,4,Neutral,251,Daily,True,,False,83.57,bear,Bearish bar,neutral,In line with trend,bear,Wide divergence below SMA,neutral,Open gaps above and below,bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-4.7% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",80.0,0.1428,14360,YES,,0.75,"⚠ Gamma pin risk: $80.00 strike (0.4% away) γ=0.1428 OI=14,360 — size reduced 75%",multi-day swing (20b),91.48,79.28,bearish,83.94,R 38.2%,86.82,R 61.8%,79.28,E 100.0%,75.96,E 127.2%,71.74,E 161.8%,1.62,2.77,4.24,79.28,E 100.0%,79.28,82.16,82.16,83.94,85.38,86.82,88.87,79.28,75.96,74.62,71.74,67.08,59.54
META,"Meta Platforms, Inc.",Communication Services,566.98,,-1,3,4,Neutral,251,Daily,True,,False,594.84,bear,Bearish bar,neutral,In line with trend,bear,Wide divergence below SMA,neutral,Open gaps above and below,bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-8.4% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",560.0,0.0277,1548,,,1.0,"Nearest strike: $560.00 (1.2% away) γ=0.0277 OI=1,548 — standard sizing",session,642.4,557.01,bearish,589.63,R 38.2%,609.78,R 61.8%,557.01,E 100.0%,533.78,E 127.2%,504.24,E 161.8%,1.62,2.77,4.24,557.01,E 100.0%,557.01,577.16,577.16,589.63,599.71,609.78,624.13,557.01,533.78,524.39,504.24,471.62,418.85
AVGO,Broadcom Inc.,Technology,382.07,,-1,3,4,Neutral,251,Daily,True,,False,414.82,bear,Bearish harami,neutral,In line with trend,bear,Wide divergence below SMA,neutral,Open gaps above and below,bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-12.5% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",395.0,0.019,2768,,,1.0,"Nearest strike: $395.00 (3.4% away) γ=0.0190 OI=2,768 — standard sizing",session,495.0,370.33,bearish,417.95,R 38.2%,447.38,R 61.8%,370.33,E 100.0%,336.42,E 127.2%,293.28,E 161.8%,1.62,2.77,4.24,370.33,E 100.0%,370.33,399.75,399.75,417.95,432.66,447.38,468.32,370.33,336.42,322.71,293.28,245.66,168.61
CTSH,Cognizant Technology Solutions Corporation,Technology,52.17,,-1,3,4,Neutral,251,Daily,True,,False,55.32,bull,Bullish bar,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-4.5% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",52.5,0.0982,7977,YES,,0.75,"⚠ Gamma pin risk: $52.50 strike (0.6% away) γ=0.0982 OI=7,977 — size reduced 75%",session,55.56,49.66,bearish,51.91,R 38.2%,53.31,R 61.8%,49.66,E 100.0%,48.06,E 127.2%,46.01,E 161.8%,1.61,2.75,4.21,49.66,E 100.0%,51.91,52.61,51.05,51.91,52.61,53.31,54.3,49.66,48.06,47.41,46.01,43.76,40.11
GILD,"Gilead Sciences, Inc.",Healthcare,125.59,,-1,3,4,Neutral,251,Daily,True,,False,130.94,bear,Bearish harami,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Oversold (< -100),bear,Break below prior support,bear,Underperforming SPY strongly (-4.6% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",125.0,0.081,2928,YES,,0.75,"⚠ Gamma pin risk: $125.00 strike (0.5% away) γ=0.0810 OI=2,928 — size reduced 75%",session,131.66,121.39,bearish,125.31,R 38.2%,127.74,R 61.8%,121.39,E 100.0%,118.6,E 127.2%,115.04,E 161.8%,1.61,2.76,4.23,121.39,E 100.0%,125.31,126.53,123.81,125.31,126.53,127.74,129.46,121.39,118.6,117.47,115.04,111.12,104.77
AAPL,Apple Inc.,Technology,291.13,,-1,3,4,Neutral,251,Daily,True,,False,302.11,bear,Bearish engulfing,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-4.8% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",290.0,0.0969,2476,YES,,0.75,"⚠ Gamma pin risk: $290.00 strike (0.4% away) γ=0.0969 OI=2,476 — size reduced 75%",session,317.4,287.38,bearish,298.85,R 38.2%,305.93,R 61.8%,287.38,E 100.0%,279.21,E 127.2%,268.83,E 161.8%,1.62,2.77,4.24,287.38,E 100.0%,287.38,294.46,294.46,298.85,302.39,305.93,310.98,287.38,279.21,275.91,268.83,257.36,238.81
HTCO,High-Trend International Group,Industrials,3.98,,-2,3,5,Moderately bearish,251,Daily,True,,False,6.78,bear,Bearish bar,bear,Above trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bear,%K below %D (bearish cross) · Wide,bull,Bullish zone,bear,Below SMA (acting as resistance),bull,Outperforming SPY strongly (+53.9% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",,,,,,1.0,Options data unavailable (plan restriction or no chain),session,5.8,2.5,bearish,3.76,R 38.2%,4.54,R 61.8%,2.5,E 100.0%,1.6,E 127.2%,0.46,E 161.8%,1.62,2.77,4.23,2.5,E 100.0%,3.76,4.15,3.28,3.76,4.15,4.54,5.09,2.5,1.6,1.24,0.46,-0.8,-2.84
MSFT,Microsoft Corporation,Technology,390.74,,-2,3,5,Moderately bearish,251,Daily,True,,False,408.99,bear,Hanging man,neutral,In line with trend,bear,Wide divergence below SMA,bear,6 open gap(s) above (resistance),bull,Oversold,bull,Oversold (< -100),bear,Break below prior support,bear,Underperforming SPY strongly (-11.3% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",397.5,0.0356,1144,,,1.0,"Nearest strike: $397.50 (1.7% away) γ=0.0356 OI=1,144 — standard sizing",session,440.39,382.27,bearish,404.47,R 38.2%,418.19,R 61.8%,382.27,E 100.0%,366.46,E 127.2%,346.35,E 161.8%,1.62,2.77,4.24,382.27,E 100.0%,382.27,395.99,395.99,404.47,411.33,418.19,427.95,382.27,366.46,360.07,346.35,324.15,288.23
PLTR,Palantir Technologies Inc.,Technology,127.99,,-2,3,5,Moderately bearish,251,Daily,True,,False,137.81,bear,Bearish bar,neutral,In line with trend,bear,Wide divergence below SMA,bear,2 open gap(s) above (resistance),bull,Oversold,bull,Oversold (< -100),bear,Break below prior support,bear,Underperforming SPY strongly (-16.3% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",128.0,0.0554,2177,YES,,0.75,"⚠ Gamma pin risk: $128.00 strike (0.0% away) γ=0.0554 OI=2,177 — size reduced 75%",session,151.68,126.65,bearish,136.21,R 38.2%,142.12,R 61.8%,126.65,E 100.0%,119.84,E 127.2%,111.18,E 161.8%,1.62,2.77,4.24,126.65,E 100.0%,126.65,132.56,132.56,136.21,139.16,142.12,146.32,126.65,119.84,117.09,111.18,101.62,86.15
ZS,"Zscaler, Inc.",Technology,129.52,,-2,3,5,Moderately bearish,251,Daily,True,,False,145.19,bear,Stale green (3-bar exhaustion),neutral,Significantly below trend,bear,Wide divergence below SMA,bear,5 open gap(s) above (resistance),bull,Oversold,bear,Bearish zone,bull,Bounce off prior support,bear,Underperforming SPY strongly (-5.4% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",130.0,0.0468,1558,YES,,0.75,"⚠ Gamma pin risk: $130.00 strike (0.4% away) γ=0.0468 OI=1,558 — size reduced 75%",multi-day swing (20b),191.25,122.31,bearish,148.65,R 38.2%,164.91,R 61.8%,122.31,E 100.0%,103.56,E 127.2%,79.71,E 161.8%,1.62,2.77,4.24,122.31,E 100.0%,122.31,138.58,138.58,148.65,156.78,164.91,176.5,122.31,103.56,95.97,79.71,53.37,10.77
HON,Honeywell International Inc.,Industrials,220.31,,-2,2,4,Moderately bearish,251,Daily,True,,False,230.73,bear,Shooting star,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross) · Wide,bear,Bearish zone,bear,Below SMA (acting as resistance),neutral,"Short-term bounce, weak medium-term RS",neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",220.0,0.0503,4155,YES,,0.75,"⚠ Gamma pin risk: $220.00 strike (0.1% away) γ=0.0503 OI=4,155 — size reduced 75%",session,237.49,205.52,bearish,217.73,R 38.2%,225.28,R 61.8%,205.52,E 100.0%,196.82,E 127.2%,185.76,E 161.8%,1.62,2.77,4.23,205.52,E 100.0%,217.73,221.51,213.06,217.73,221.51,225.28,230.65,205.52,196.82,193.31,185.76,173.55,153.79
CPRT,"Copart, Inc.",Industrials,30.75,,-2,3,5,Moderately bearish,251,Daily,True,,False,32.17,bull,Stale red (3-bar reversal),neutral,In line with trend,bear,Near 20-period SMA (below),bear,1 open gap(s) above (resistance),bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-4.2% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",30.0,0.2581,1120,,,1.0,"Nearest strike: $30.00 (2.4% away) γ=0.2581 OI=1,120 — standard sizing",multi-day swing (20b),35.66,29.97,bearish,32.14,R 38.2%,33.49,R 61.8%,29.97,E 100.0%,28.42,E 127.2%,26.45,E 161.8%,1.61,2.76,4.21,29.97,E 100.0%,29.97,31.31,31.31,32.14,32.81,33.49,34.44,29.97,28.42,27.8,26.45,24.28,20.76
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,211.75,,-2,3,5,Moderately bearish,251,Daily,True,,False,222.77,bear,Stale green (3-bar exhaustion),neutral,Significantly below trend,bear,Wide divergence below SMA,bull,1 open gap(s) below (support),bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-3.6% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",210.0,0.0412,1787,YES,,0.75,"⚠ Gamma pin risk: $210.00 strike (0.8% away) γ=0.0412 OI=1,787 — size reduced 75%",session,220.79,206.0,bearish,211.65,R 38.2%,215.14,R 61.8%,206.0,E 100.0%,201.98,E 127.2%,196.86,E 161.8%,1.62,2.77,4.24,206.0,E 100.0%,211.65,213.39,209.49,211.65,213.39,215.14,217.62,206.0,201.98,200.35,196.86,191.21,182.07
GOOG,Alphabet Inc.,Communication Services,358.16,,-2,3,5,Moderately bearish,251,Daily,True,,False,374.17,bear,Bearish bar,neutral,In line with trend,bear,Near 20-period SMA (below),bull,7 open gap(s) below (support),bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),bear,Underperforming SPY moderately (-2.8% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",357.5,0.0282,1158,YES,,0.75,"⚠ Gamma pin risk: $357.50 strike (0.2% away) γ=0.0282 OI=1,158 — size reduced 75%",session,369.69,343.63,bearish,353.59,R 38.2%,359.74,R 61.8%,343.63,E 100.0%,336.54,E 127.2%,327.52,E 161.8%,1.62,2.77,4.24,343.63,E 100.0%,356.66,359.74,349.78,353.59,356.66,359.74,364.11,343.63,336.54,333.67,327.52,317.57,301.46
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,612.14,,-2,2,4,Moderately bearish,251,Daily,True,,False,640.3,bear,Bearish harami,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),neutral,"Short-term pullback, medium-term RS intact",neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",,,,,,1.0,No significant gamma strikes near price,session,640.82,599.0,bearish,614.98,R 38.2%,624.84,R 61.8%,599.0,E 100.0%,587.62,E 127.2%,573.16,E 161.8%,1.62,2.77,4.24,599.0,E 100.0%,608.87,614.98,608.87,614.98,619.91,624.84,631.87,599.0,587.62,583.02,573.16,557.18,531.34
GOOGL,Alphabet Inc.,Communication Services,359.68,,-2,3,5,Moderately bearish,251,Daily,True,,False,375.67,bear,Bearish bar,neutral,In line with trend,bear,Near 20-period SMA (below),bull,7 open gap(s) below (support),bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-3.4% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",355.0,0.0427,3344,,,1.0,"Nearest strike: $355.00 (1.3% away) γ=0.0427 OI=3,344 — standard sizing",session,373.03,346.36,bearish,356.55,R 38.2%,362.84,R 61.8%,346.36,E 100.0%,339.11,E 127.2%,329.88,E 161.8%,1.62,2.77,4.24,346.36,E 100.0%,356.55,359.69,352.65,356.55,359.69,362.84,367.32,346.36,339.11,336.17,329.88,319.69,303.21
AMZN,"Amazon.com, Inc.",Consumer Cyclical,238.55,,-2,3,5,Moderately bearish,251,Daily,True,,False,249.74,bear,Bearish bar,bear,Above trend,bear,Wide divergence below SMA,neutral,Open gaps above and below,bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-9.9% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",237.5,0.0832,2384,YES,,0.75,"⚠ Gamma pin risk: $237.50 strike (0.4% away) γ=0.0832 OI=2,384 — size reduced 75%",session,257.09,233.59,bearish,242.57,R 38.2%,248.11,R 61.8%,233.59,E 100.0%,227.2,E 127.2%,219.07,E 161.8%,1.62,2.77,4.24,233.59,E 100.0%,233.59,239.14,239.14,242.57,245.34,248.11,252.06,233.59,227.2,224.61,219.07,210.09,195.57
TEAM,Atlassian Corporation,Technology,88.52,,-3,2,5,Moderately bearish,251,Daily,True,,False,98.73,bear,Bearish engulfing,neutral,In line with trend,bear,Wide divergence below SMA,neutral,Open gaps above and below,bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-15.8% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",90.0,0.0525,2283,,,1.0,"Nearest strike: $90.00 (1.7% away) γ=0.0525 OI=2,283 — standard sizing",session,106.26,84.76,bearish,92.97,R 38.2%,98.05,R 61.8%,84.76,E 100.0%,78.91,E 127.2%,71.47,E 161.8%,1.62,2.77,4.23,84.76,E 100.0%,84.76,89.83,89.83,92.97,95.51,98.05,101.66,84.76,78.91,76.55,71.47,63.26,49.97
PDD,PDD Holdings Inc.,Consumer Cyclical,81.56,,-3,2,5,Moderately bearish,251,Daily,True,,False,86.26,bear,Bearish bar,neutral,Significantly below trend,bear,Wide divergence below SMA,bear,6 open gap(s) above (resistance),bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),neutral,In line with market,neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",80.0,0.1014,7226,,,1.0,"Nearest strike: $80.00 (1.9% away) γ=0.1014 OI=7,226 — standard sizing",session,87.4,78.87,bearish,82.13,R 38.2%,84.14,R 61.8%,78.87,E 100.0%,76.55,E 127.2%,73.6,E 161.8%,1.62,2.78,4.24,78.87,E 100.0%,80.88,82.13,80.88,82.13,83.14,84.14,85.57,78.87,76.55,75.61,73.6,70.34,65.07
CSGP,"CoStar Group, Inc.",Real Estate,32.84,,-3,2,5,Moderately bearish,251,Daily,True,,False,35.17,bull,Bullish harami,neutral,Significantly below trend,bear,Near 20-period SMA (below),bear,2 open gap(s) above (resistance),bear,%K below %D (bearish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),neutral,"Short-term pullback, medium-term RS intact",neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",,,,,,1.0,No significant gamma strikes near price,session,34.82,31.63,bearish,32.85,R 38.2%,33.6,R 61.8%,31.63,E 100.0%,30.76,E 127.2%,29.66,E 161.8%,1.63,2.79,4.25,31.63,E 100.0%,32.38,32.85,32.38,32.85,33.22,33.6,34.14,31.63,30.76,30.41,29.66,28.44,26.47
WDAY,"Workday, Inc.",Technology,130.8,,-3,3,6,Moderately bearish,251,Daily,True,,False,142.26,bull,Hammer,bull,Above trend,bear,Near 20-period SMA (below),bear,3 open gap(s) above (resistance),bear,%K below %D (bearish cross),bear,Bearish zone,bear,Rejection at prior resistance,bear,Underperforming SPY strongly (-8.6% 10-bar),neutral,Intraday only,bull,"Positive sentiment (score=+8, 5 articles)",130.0,0.0438,3065,YES,,0.75,"⚠ Gamma pin risk: $130.00 strike (0.6% away) γ=0.0438 OI=3,065 — size reduced 75%",session,153.48,125.02,bearish,135.89,R 38.2%,142.61,R 61.8%,125.02,E 100.0%,117.28,E 127.2%,107.43,E 161.8%,1.62,2.77,4.24,125.02,E 100.0%,125.02,131.74,131.74,135.89,139.25,142.61,147.39,125.02,117.28,114.15,107.43,96.56,78.97
