ticker,company_name,sector,price,chg_pct,net_score,bull,bear,verdict,bars,mode,mtf_aligned,mtf_detail,earnings_soon,atr_stop,Candle,Candle_label,Volume,Volume_label,SMA,SMA_label,Gaps,Gaps_label,Stoch,Stoch_label,CCI,CCI_label,RR,RR_label,Rel.Str,Rel.Str_label,VWAP,VWAP_label,News,News_label,gamma_strike,gamma_value,gamma_oi,gamma_pin,gamma_squeeze,gamma_size_mult,gamma_detail,fib_anchor,fib_swing_high,fib_swing_low,fib_direction,fib_entry,fib_entry_label,fib_stop,fib_stop_label,fib_t1,fib_t1_label,fib_t2,fib_t2_label,fib_t3,fib_t3_label,fib_rr_t1,fib_rr_t2,fib_rr_t3,fib_next_target,fib_next_label,fib_support_1,fib_resistance_1,fib_r_R 23p6,fib_r_R 38p2,fib_r_R 50p0,fib_r_R 61p8,fib_r_R 78p6,fib_e_E 100p0,fib_e_E 127p2,fib_e_E 138p2,fib_e_E 161p8,fib_e_E 200p0,fib_e_E 261p8
CEG,Constellation Energy Corporation,Utilities,253.81,,-1,3,4,Neutral,440,Hourly,True,MTF aligned ✓ — Hourly: bear (-1)  Daily: bear (-2),False,258.15,bear,Stale green (3-bar exhaustion),neutral,Significantly below trend,bull,Near 20-period SMA (above),bear,3 open gap(s) above (resistance),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),neutral,In line with market,neutral,Extended above VWAP band ($251.86),bull,"Positive sentiment (score=+10, 5 articles)",250.0,0.0229,2979,,,1.0,"Nearest strike: $250.00 (1.5% away) γ=0.0229 OI=2,979 — standard sizing",session,254.92,245.66,bearish,249.2,R 38.2%,251.38,R 61.8%,245.66,E 100.0%,243.14,E 127.2%,239.94,E 161.8%,1.62,2.78,4.25,245.66,E 100.0%,252.94,,247.84,249.2,250.29,251.38,252.94,245.66,243.14,242.12,239.94,236.4,230.68
COST,Costco Wholesale Corporation,Consumer Defensive,977.92,,-1,3,4,Neutral,439,Hourly,False,MTF conflict ✗ — Hourly: bear (-1)  Daily: bull (+1),False,987.59,bear,Bearish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),bear,3 open gap(s) above (resistance),bull,%K above %D (bullish cross),bear,Bearish zone,bear,Rejection at prior resistance,neutral,In line with market,neutral,Near VWAP ($976.94),bull,"Positive sentiment (score=+10, 5 articles)",970.0,0.0141,1520,YES,,0.75,"⚠ Gamma pin risk: $970.00 strike (0.8% away) γ=0.0141 OI=1,520 — size reduced 75%",session,984.78,970.0,bearish,975.65,R 38.2%,979.13,R 61.8%,970.0,E 100.0%,965.98,E 127.2%,960.87,E 161.8%,1.62,2.78,4.25,970.0,E 100.0%,977.39,979.13,973.49,975.65,977.39,979.13,981.62,970.0,965.98,964.35,960.87,955.22,946.09
FANG,"Diamondback Energy, Inc.",Energy,193.51,,-1,3,4,Neutral,440,Hourly,True,MTF: one timeframe neutral — Hourly: bear (-1)  Daily: neutral (+0),False,196.74,bear,Bearish harami,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bear,Bearish zone,bull,Bounce off prior support,bear,Underperforming SPY strongly (-3.4% 10-bar),neutral,Near VWAP ($193.12),bull,"Positive sentiment (score=+10, 5 articles)",190.0,0.0394,1123,,,1.0,"Nearest strike: $190.00 (1.8% away) γ=0.0394 OI=1,123 — standard sizing",session,195.48,189.45,bearish,191.75,R 38.2%,193.18,R 61.8%,189.45,E 100.0%,187.81,E 127.2%,185.72,E 161.8%,1.61,2.76,4.22,189.45,E 100.0%,193.18,194.19,190.87,191.75,192.46,193.18,194.19,189.45,187.81,187.15,185.72,183.42,179.69
DASH,"DoorDash, Inc.",Communication Services,149.22,,-1,3,4,Neutral,439,Hourly,False,MTF conflict ✗ — Hourly: bear (-1)  Daily: bull (+1),False,152.7,bull,Stale red (3-bar reversal),neutral,In line with trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bear,Bearish zone,bear,Break below prior support,neutral,In line with market,bear,Below VWAP (-1.21%),bull,"Positive sentiment (score=+10, 5 articles)",145.0,0.0326,13562,,,1.0,"Nearest strike: $145.00 (2.8% away) γ=0.0326 OI=13,562 — standard sizing",session,155.62,147.18,bearish,150.4,R 38.2%,152.4,R 61.8%,147.18,E 100.0%,144.88,E 127.2%,141.96,E 161.8%,1.61,2.76,4.22,147.18,E 100.0%,149.17,150.4,149.17,150.4,151.4,152.4,153.81,147.18,144.88,143.96,141.96,138.74,133.52
INTU,Intuit Inc.,Technology,273.7,,-1,3,4,Neutral,440,Hourly,True,MTF aligned ✓ — Hourly: bear (-1)  Daily: bear (-2),False,278.65,bull,Bullish harami,neutral,Significantly below trend,bear,Near 20-period SMA (below),bear,6 open gap(s) above (resistance),bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),neutral,In line with market,neutral,Near VWAP ($273.27),bull,"Positive sentiment (score=+10, 5 articles)",280.0,0.0212,1149,,,1.0,"Nearest strike: $280.00 (2.3% away) γ=0.0212 OI=1,149 — standard sizing",session,277.35,268.03,bearish,271.59,R 38.2%,273.79,R 61.8%,268.03,E 100.0%,265.49,E 127.2%,262.27,E 161.8%,1.62,2.77,4.24,268.03,E 100.0%,272.69,273.79,270.23,271.59,272.69,273.79,275.36,268.03,265.49,264.47,262.27,258.71,252.95
MELI,"MercadoLibre, Inc.",Consumer Cyclical,1587.18,,-1,3,4,Neutral,440,Hourly,True,MTF aligned ✓ — Hourly: bear (-1)  Daily: bear (-4),False,1613.61,bear,Bearish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bear,2 open gap(s) above (resistance),bull,%K above %D (bullish cross),bear,Bearish zone,bull,Bounce off prior support,neutral,In line with market,neutral,Near VWAP ($1588.82),bull,"Positive sentiment (score=+10, 5 articles)",,,,,,1.0,No significant gamma strikes near price,session,1630.26,1566.0,bearish,1590.55,R 38.2%,1605.71,R 61.8%,1566.0,E 100.0%,1548.52,E 127.2%,1526.29,E 161.8%,1.62,2.77,4.24,1566.0,E 100.0%,1581.17,1590.55,1581.17,1590.55,1598.13,1605.71,1616.51,1566.0,1548.52,1541.45,1526.29,1501.74,1462.03
MDLZ,"Mondelez International, Inc.",Consumer Defensive,62.96,,-1,3,4,Neutral,440,Hourly,True,MTF aligned ✓ — Hourly: bear (-1)  Daily: bear (-1),False,63.6,bear,Bearish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,5 open gap(s) below (support),bull,%K above %D (bullish cross),bear,Bearish zone,bear,Rejection at prior resistance,neutral,In line with market,neutral,Near VWAP ($62.99),bull,"Positive sentiment (score=+10, 5 articles)",62.5,0.2255,1814,YES,,0.75,"⚠ Gamma pin risk: $62.50 strike (0.7% away) γ=0.2255 OI=1,814 — size reduced 75%",session,63.96,62.24,bearish,62.9,R 38.2%,63.3,R 61.8%,62.24,E 100.0%,61.77,E 127.2%,61.18,E 161.8%,1.65,2.82,4.3,62.24,E 100.0%,62.9,63.1,62.65,62.9,63.1,63.3,63.59,62.24,61.77,61.58,61.18,60.52,59.46
PDD,PDD Holdings Inc.,Consumer Cyclical,80.98,,-1,3,4,Neutral,439,Hourly,True,MTF aligned ✓ — Hourly: bear (-1)  Daily: bear (-4),False,81.96,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bear,6 open gap(s) above (resistance),bull,%K above %D (bullish cross),bear,Bearish zone,bear,Break below prior support,neutral,In line with market,neutral,Near VWAP ($81.12),bull,"Positive sentiment (score=+10, 5 articles)",80.0,0.0966,7226,,,1.0,"Nearest strike: $80.00 (1.2% away) γ=0.0966 OI=7,226 — standard sizing",session,82.28,80.43,bearish,81.14,R 38.2%,81.57,R 61.8%,80.43,E 100.0%,79.93,E 127.2%,79.29,E 161.8%,1.65,2.81,4.3,80.43,E 100.0%,80.87,81.14,80.87,81.14,81.36,81.57,81.88,80.43,79.93,79.72,79.29,78.58,77.44
ZS,"Zscaler, Inc.",Technology,129.12,,-1,3,4,Neutral,440,Hourly,True,MTF aligned ✓ — Hourly: bear (-1)  Daily: bear (-2),False,132.17,bear,Bearish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),bear,3 open gap(s) above (resistance),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),neutral,In line with market,neutral,Extended above VWAP band ($128.68),bull,"Positive sentiment (score=+10, 5 articles)",130.0,0.0448,1558,YES,,0.75,"⚠ Gamma pin risk: $130.00 strike (0.7% away) γ=0.0448 OI=1,558 — size reduced 75%",session,129.74,119.5,bearish,123.41,R 38.2%,125.83,R 61.8%,119.5,E 100.0%,116.71,E 127.2%,113.17,E 161.8%,1.62,2.77,4.23,119.5,E 100.0%,127.55,,121.92,123.41,124.62,125.83,127.55,119.5,116.71,115.59,113.17,109.26,102.93
HTCO,High-Trend International Group,Industrials,3.92,,-2,3,5,Moderately bearish,440,Hourly,True,MTF aligned ✓ — Hourly: bear (-2)  Daily: bear (-5),False,4.51,bull,Bullish bar,neutral,Significantly below trend,bear,Wide divergence below SMA,bear,3 open gap(s) above (resistance),bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-29.3% 10-bar),neutral,Extended below VWAP band ($3.97),bull,"Positive sentiment (score=+10, 5 articles)",,,,,,1.0,Options data unavailable (plan restriction or no chain),session,5.79,3.68,bearish,4.49,R 38.2%,4.98,R 61.8%,3.68,E 100.0%,3.11,E 127.2%,2.38,E 161.8%,1.65,2.82,4.31,3.68,E 100.0%,3.68,4.18,4.18,4.49,4.74,4.98,5.34,3.68,3.11,2.87,2.38,1.57,0.27
CDNS,"Cadence Design Systems, Inc.",Technology,383.82,,-2,2,4,Moderately bearish,440,Hourly,False,MTF conflict ✗ — Hourly: bear (-2)  Daily: bull (+2),False,391.76,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bear,%K below %D (bearish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),neutral,In line with market,neutral,Near VWAP ($384.46),bull,"Positive sentiment (score=+10, 5 articles)",380.0,0.0169,2391,YES,,0.75,"⚠ Gamma pin risk: $380.00 strike (1.0% away) γ=0.0169 OI=2,391 — size reduced 75%",session,389.76,375.61,bearish,381.02,R 38.2%,384.36,R 61.8%,375.61,E 100.0%,371.76,E 127.2%,366.86,E 161.8%,1.62,2.77,4.24,375.61,E 100.0%,382.69,384.36,378.95,381.02,382.69,384.36,386.74,375.61,371.76,370.2,366.86,361.46,352.71
ISRG,"Intuitive Surgical, Inc.",Healthcare,407.89,,-2,3,5,Moderately bearish,440,Hourly,True,MTF aligned ✓ — Hourly: bear (-2)  Daily: bear (-4),False,413.74,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bear,2 open gap(s) above (resistance),bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),neutral,In line with market,bear,Below VWAP (-0.51%),bull,"Positive sentiment (score=+10, 5 articles)",,,,,,1.0,No significant gamma strikes near price,session,415.8,402.73,bearish,407.72,R 38.2%,410.81,R 61.8%,402.73,E 100.0%,399.17,E 127.2%,394.65,E 161.8%,1.61,2.77,4.23,402.73,E 100.0%,407.72,409.26,405.81,407.72,409.26,410.81,413.0,402.73,399.17,397.74,394.65,389.66,381.58
META,"Meta Platforms, Inc.",Communication Services,566.67,,-2,2,4,Moderately bearish,439,Hourly,True,MTF aligned ✓ — Hourly: bear (-2)  Daily: bear (-1),False,576.46,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bear,%K below %D (bearish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),neutral,In line with market,neutral,Below VWAP but inconsistent,bull,"Positive sentiment (score=+10, 5 articles)",560.0,0.028,1548,,,1.0,"Nearest strike: $560.00 (1.2% away) γ=0.0280 OI=1,548 — standard sizing",session,576.0,560.9,bearish,566.67,R 38.2%,570.23,R 61.8%,560.9,E 100.0%,556.79,E 127.2%,551.57,E 161.8%,1.62,2.78,4.24,560.9,E 100.0%,564.46,568.45,564.46,566.67,568.45,570.23,572.77,560.9,556.79,555.13,551.57,545.8,536.47
ADBE,Adobe Inc.,Technology,202.37,,-3,3,6,Moderately bearish,439,Hourly,False,MTF conflict ✗ — Hourly: bear (-3)  Daily: bull (+1),False,208.27,bear,Bearish bar,neutral,In line with trend,bear,Wide divergence below SMA,bear,3 open gap(s) above (resistance),bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-10.9% 10-bar),bear,Below VWAP (-2.36%),bull,"Positive sentiment (score=+10, 5 articles)",200.0,0.0322,4858,,,1.0,"Nearest strike: $200.00 (1.2% away) γ=0.0322 OI=4,858 — standard sizing",session,225.63,196.9,bearish,207.87,R 38.2%,214.66,R 61.8%,196.9,E 100.0%,189.09,E 127.2%,179.14,E 161.8%,1.62,2.77,4.23,196.9,E 100.0%,196.9,203.68,203.68,207.87,211.26,214.66,219.48,196.9,189.09,185.93,179.14,168.17,150.41
SHOP,Shopify Inc.,Technology,108.21,,-3,2,5,Moderately bearish,439,Hourly,True,MTF aligned ✓ — Hourly: bear (-3)  Daily: bear (-6),False,111.06,bear,Bearish engulfing,neutral,Significantly below trend,bear,Near 20-period SMA (below),bear,3 open gap(s) above (resistance),bear,%K below %D (bearish cross),bear,Bearish zone,bull,Bounce off prior support,neutral,In line with market,neutral,Extended below VWAP band ($108.53),bull,"Positive sentiment (score=+10, 5 articles)",110.0,0.0554,3441,,,1.0,"Nearest strike: $110.00 (1.7% away) γ=0.0554 OI=3,441 — standard sizing",session,111.03,106.99,bearish,108.53,R 38.2%,109.49,R 61.8%,106.99,E 100.0%,105.89,E 127.2%,104.49,E 161.8%,1.6,2.75,4.21,106.99,E 100.0%,107.94,108.53,107.94,108.53,109.01,109.49,110.17,106.99,105.89,105.45,104.49,102.95,100.45
SNPS,"Synopsys, Inc.",Technology,454.52,,-3,2,5,Moderately bearish,439,Hourly,False,MTF conflict ✗ — Hourly: bear (-3)  Daily: bull (+1),False,464.62,bear,Shooting star,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bear,%K below %D (bearish cross),bear,Bearish zone,bull,Bounce off prior support,neutral,In line with market,bear,VWAP breakdown ($454.52 < $454.63),bull,"Positive sentiment (score=+10, 5 articles)",,,,,,1.0,No significant gamma strikes near price,session,461.09,445.01,bearish,451.15,R 38.2%,454.95,R 61.8%,445.01,E 100.0%,440.64,E 127.2%,435.07,E 161.8%,1.62,2.77,4.23,445.01,E 100.0%,453.05,454.95,448.8,451.15,453.05,454.95,457.65,445.01,440.64,438.87,435.07,428.93,418.99
DDOG,"Datadog, Inc.",Technology,230.56,,-4,2,6,Strong bearish,439,Hourly,True,MTF aligned ✓ — Hourly: bear (-4)  Daily: bear (-2),False,236.91,bear,Bearish engulfing,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bear,%K below %D (bearish cross),bull,Bullish zone,bear,Below SMA (acting as resistance),bear,Underperforming SPY moderately (-2.0% 10-bar),bear,VWAP breakdown ($230.56 < $232.77),bull,"Positive sentiment (score=+10, 5 articles)",230.0,0.0215,1859,YES,,0.75,"⚠ Gamma pin risk: $230.00 strike (0.2% away) γ=0.0215 OI=1,859 — size reduced 75%",session,236.72,227.96,bearish,231.31,R 38.2%,233.37,R 61.8%,227.96,E 100.0%,225.58,E 127.2%,222.55,E 161.8%,1.63,2.78,4.25,227.96,E 100.0%,230.03,231.31,230.03,231.31,232.34,233.37,234.85,227.96,225.58,224.61,222.55,219.2,213.79
EA,Electronic Arts Inc.,Communication Services,202.87,,-4,1,5,Strong bearish,439,Hourly,True,MTF: one timeframe neutral — Hourly: bear (-4)  Daily: neutral (+0),False,203.39,bear,Bearish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bear,Bearish zone,bear,Rejection at prior resistance,neutral,In line with market,neutral,Near VWAP ($202.97),bull,"Positive sentiment (score=+10, 5 articles)",200.0,0.0788,15618,,,1.0,"Nearest strike: $200.00 (1.4% away) γ=0.0788 OI=15,618 — standard sizing",session,203.41,202.49,bearish,202.84,R 38.2%,203.06,R 61.8%,202.49,E 100.0%,202.24,E 127.2%,201.92,E 161.8%,1.59,2.73,4.18,202.49,E 100.0%,202.84,202.95,202.71,202.84,202.95,203.06,203.21,202.49,202.24,202.14,201.92,201.57,201.0
VRSK,"Verisk Analytics, Inc.",Technology,182.38,,-4,1,5,Strong bearish,440,Hourly,False,MTF conflict ✗ — Hourly: bear (-4)  Daily: bull (+3),False,185.06,bear,Bearish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bear,%K below %D (bearish cross),bear,Bearish zone,bear,Rejection at prior resistance,neutral,In line with market,neutral,Near VWAP ($182.22),bull,"Positive sentiment (score=+10, 5 articles)",190.0,0.0333,5882,,YES,1.25,"⚡ Gamma squeeze setup: breaking $190.00 strike γ=0.0333 OI=5,882 — size increased 125%",session,184.52,177.82,bearish,180.38,R 38.2%,181.96,R 61.8%,177.82,E 100.0%,176.0,E 127.2%,173.69,E 161.8%,1.62,2.77,4.23,177.82,E 100.0%,181.96,183.09,179.41,180.38,181.17,181.96,183.09,177.82,176.0,175.27,173.69,171.13,166.99
AMZN,"Amazon.com, Inc.",Consumer Cyclical,236.46,,-6,1,7,Strong bearish,439,Hourly,True,MTF aligned ✓ — Hourly: bear (-6)  Daily: bear (-1),False,240.32,bear,Bearish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bear,%K below %D (bearish cross),bear,Bearish zone,bear,Break below prior support,bear,Underperforming SPY moderately (-2.0% 10-bar),bear,Below VWAP (-0.64%),bull,"Positive sentiment (score=+10, 5 articles)",237.5,0.0765,2384,YES,,0.75,"⚠ Gamma pin risk: $237.50 strike (0.4% away) γ=0.0765 OI=2,384 — size reduced 75%",session,243.36,233.6,bearish,237.33,R 38.2%,239.63,R 61.8%,233.6,E 100.0%,230.95,E 127.2%,227.57,E 161.8%,1.62,2.77,4.24,233.6,E 100.0%,235.9,237.33,235.9,237.33,238.48,239.63,241.27,233.6,230.95,229.87,227.57,223.84,217.81
