ticker,company_name,price,chg_pct,net_score,bull,bear,verdict,bars,mode,Candle,Candle_label,Volume,Volume_label,SMA,SMA_label,Gaps,Gaps_label,Stoch,Stoch_label,CCI,CCI_label,RR,RR_label,fib_anchor,fib_swing_high,fib_swing_low,fib_direction,fib_entry,fib_entry_label,fib_stop,fib_stop_label,fib_t1,fib_t1_label,fib_t2,fib_t2_label,fib_t3,fib_t3_label,fib_rr_t1,fib_rr_t2,fib_rr_t3,fib_next_target,fib_next_label,fib_support_1,fib_resistance_1,fib_r_R 23p6,fib_r_R 38p2,fib_r_R 50p0,fib_r_R 61p8,fib_r_R 78p6,fib_e_E 100p0,fib_e_E 127p2,fib_e_E 138p2,fib_e_E 161p8,fib_e_E 200p0,fib_e_E 261p8
INTU,Intuit Inc.,276.98,,0,3,3,Neutral,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bear,6 open gap(s) above (resistance),bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session,287.03,273.33,neutral,280.18,R 50.0%,276.27,R 78.6%,283.8,R 23.6%,287.03,E 100.0%,290.76,E 127.2%,0.93,1.75,2.71,280.18,R 50.0%,276.27,278.57,283.8,281.8,280.18,278.57,276.27,287.03,290.76,292.26,295.49,300.72,309.19
IRM,Iron Mountain Incorporated,123.52,,0,3,3,Neutral,430,Hourly,bear,Bearish harami,neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,4 open gap(s) below (support),bull,%K above %D (bullish cross),bear,Bearish zone,bull,Bounce off prior support,session,124.68,122.72,neutral,123.7,R 50.0%,123.14,R 78.6%,124.22,R 23.6%,124.68,E 100.0%,125.21,E 127.2%,0.93,1.75,2.7,123.7,R 50.0%,123.47,123.7,124.22,123.93,123.7,123.47,123.14,124.68,125.21,125.43,125.89,126.65,127.86
JBHT,"J.B. Hunt Transport Services, Inc.",284.99,,0,3,3,Neutral,430,Hourly,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,5 open gap(s) below (support),bear,Overbought,bull,Bullish zone,bear,Rejection at prior resistance,multi-day swing (20b),292.66,271.32,neutral,281.99,R 50.0%,275.89,R 78.6%,287.62,R 23.6%,292.66,E 100.0%,298.46,E 127.2%,0.92,1.75,2.7,281.99,R 50.0%,284.51,287.62,287.62,284.51,281.99,279.47,275.89,292.66,298.46,300.81,305.85,314.0,327.19
JCI,Johnson Controls International plc,140.41,,0,3,3,Neutral,430,Hourly,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,2 open gap(s) below (support),bull,Oversold,bear,Bearish zone,bear,Break below prior support,session,143.49,138.86,neutral,141.17,R 50.0%,139.85,R 78.6%,142.39,R 23.6%,143.49,E 100.0%,144.74,E 127.2%,0.92,1.76,2.7,141.17,R 50.0%,139.85,140.63,142.39,141.72,141.17,140.63,139.85,143.49,144.74,145.25,146.34,148.11,150.97
JPM,JPMorgan Chase & Co.,310.09,,0,3,3,Neutral,430,Hourly,bear,Bearish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,2 open gap(s) below (support),bull,Oversold,bull,Oversold (< -100),bear,Rejection at prior resistance,session,312.52,309.06,neutral,310.79,R 50.0%,309.8,R 78.6%,311.7,R 23.6%,312.52,E 100.0%,313.46,E 127.2%,0.92,1.75,2.7,310.79,R 50.0%,309.8,310.38,311.7,311.2,310.79,310.38,309.8,312.52,313.46,313.84,314.66,315.98,318.12
KHC,The Kraft Heinz Company,24.24,,0,3,3,Neutral,430,Hourly,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),session,24.34,23.99,neutral,24.16,R 50.0%,24.06,R 78.6%,24.26,R 23.6%,24.34,E 100.0%,24.44,E 127.2%,1.0,1.8,2.8,24.16,R 50.0%,24.21,24.26,24.26,24.21,24.16,24.12,24.06,24.34,24.44,24.47,24.56,24.69,24.91
LH,Labcorp Holdings Inc.,267.43,,0,3,3,Neutral,430,Hourly,bear,Bearish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,2 open gap(s) below (support),bull,Oversold · Wide divergence,bear,Bearish zone · Zero-line cross ↓,bull,Breakout above prior resistance,session,273.88,267.02,neutral,270.45,R 50.0%,268.49,R 78.6%,272.26,R 23.6%,273.88,E 100.0%,275.75,E 127.2%,0.92,1.75,2.7,270.45,R 50.0%,,268.49,272.26,271.26,270.45,269.64,268.49,273.88,275.75,276.5,278.12,280.74,284.98
LOW,"Lowe's Companies, Inc.",216.23,,0,3,3,Neutral,430,Hourly,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bear,1 open gap(s) above (resistance),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Breakout above prior resistance,session,219.95,214.78,neutral,217.37,R 50.0%,215.89,R 78.6%,218.73,R 23.6%,219.95,E 100.0%,221.36,E 127.2%,0.92,1.74,2.7,217.37,R 50.0%,215.89,216.75,218.73,217.98,217.37,216.75,215.89,219.95,221.36,221.92,223.15,225.12,228.32
MCO,Moody's Corporation,440.81,,0,3,3,Neutral,430,Hourly,bull,Bullish harami,neutral,In line with trend,bear,Near 20-period SMA (below),bear,1 open gap(s) above (resistance),bull,Oversold,bull,Oversold (< -100),bear,Break below prior support,session,453.18,438.8,neutral,445.99,R 50.0%,441.88,R 78.6%,449.79,R 23.6%,453.18,E 100.0%,457.09,E 127.2%,0.92,1.75,2.7,445.99,R 50.0%,,441.88,449.79,447.69,445.99,444.29,441.88,453.18,457.09,458.67,462.07,467.56,476.45
MELI,"MercadoLibre, Inc.",1587.35,,0,3,3,Neutral,430,Hourly,bear,Bearish harami,neutral,Significantly below trend,bear,Near 20-period SMA (below),bear,2 open gap(s) above (resistance),bull,%K above %D (bullish cross),bull,Oversold (< -100),bull,Bounce off prior support,session,1618.0,1546.25,neutral,1582.12,R 50.0%,1561.6,R 78.6%,1601.07,R 23.6%,1618.0,E 100.0%,1637.52,E 127.2%,0.92,1.75,2.7,1582.12,R 50.0%,1582.12,1590.59,1601.07,1590.59,1582.12,1573.66,1561.6,1618.0,1637.52,1645.41,1662.34,1689.75,1734.09
MMM,3M Company,155.94,,0,3,3,Neutral,430,Hourly,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,2 open gap(s) below (support),bear,%K below %D (bearish cross),bear,Bearish zone,bull,Breakout above prior resistance,session,160.05,155.13,neutral,157.59,R 50.0%,156.19,R 78.6%,158.89,R 23.6%,160.05,E 100.0%,161.39,E 127.2%,0.93,1.76,2.71,157.59,R 50.0%,,156.19,158.89,158.17,157.59,157.01,156.19,160.05,161.39,161.93,163.09,164.97,168.0
MNST,Monster Beverage Corporation,91.92,,0,3,3,Neutral,430,Hourly,bear,Stale green (3-bar exhaustion),neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Breakout above prior resistance,session,92.23,90.52,neutral,91.38,R 50.0%,90.89,R 78.6%,91.83,R 23.6%,92.23,E 100.0%,92.7,E 127.2%,0.92,1.73,2.69,91.38,R 50.0%,91.83,92.23,91.83,91.58,91.38,91.17,90.89,92.23,92.7,92.88,93.29,93.94,95.0
NFLX,"Netflix, Inc.",80.87,,0,3,3,Neutral,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bear,2 open gap(s) above (resistance),bull,%K above %D (bullish cross),bull,Oversold (< -100),bear,Break below prior support,session,82.6,80.1,neutral,81.35,R 50.0%,80.63,R 78.6%,82.01,R 23.6%,82.6,E 100.0%,83.28,E 127.2%,0.92,1.74,2.68,81.35,R 50.0%,80.63,81.05,82.01,81.64,81.35,81.05,80.63,82.6,83.28,83.55,84.14,85.1,86.64
NI,NiSource Inc.,46.94,,0,3,3,Neutral,430,Hourly,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Breakout above prior resistance,session,47.25,46.44,neutral,46.84,R 50.0%,46.61,R 78.6%,47.06,R 23.6%,47.25,E 100.0%,47.47,E 127.2%,0.96,1.78,2.74,46.84,R 50.0%,46.84,47.06,47.06,46.94,46.84,46.75,46.61,47.25,47.47,47.56,47.75,48.06,48.56
NTAP,"NetApp, Inc.",158.97,,0,3,3,Neutral,430,Hourly,bear,Bearish harami,neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,2 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Oversold (< -100),bear,Below SMA (acting as resistance),session,164.01,157.06,neutral,160.53,R 50.0%,158.55,R 78.6%,162.37,R 23.6%,164.01,E 100.0%,165.9,E 127.2%,0.93,1.76,2.71,160.53,R 50.0%,158.55,159.71,162.37,161.36,160.53,159.71,158.55,164.01,165.9,166.66,168.31,170.96,175.26
NUE,Nucor Corporation,256.89,,0,3,3,Neutral,430,Hourly,bear,Stale green (3-bar exhaustion),neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,8 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),session,258.24,249.55,neutral,253.9,R 50.0%,251.41,R 78.6%,256.19,R 23.6%,258.24,E 100.0%,260.6,E 127.2%,0.92,1.74,2.69,253.9,R 50.0%,256.19,258.24,256.19,254.92,253.9,252.87,251.41,258.24,260.6,261.56,263.61,266.93,272.3
PCG,PG&E Corporation,16.81,,0,3,3,Neutral,430,Hourly,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bear,1 open gap(s) above (resistance),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),session,16.91,16.67,neutral,16.79,R 50.0%,16.72,R 78.6%,16.85,R 23.6%,16.91,E 100.0%,16.98,E 127.2%,0.86,1.71,2.71,16.79,R 50.0%,16.79,16.82,16.85,16.82,16.79,16.76,16.72,16.91,16.98,17.0,17.06,17.15,17.3
PDD,PDD Holdings Inc.,80.18,,0,3,3,Neutral,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bear,7 open gap(s) above (resistance),bull,%K above %D (bullish cross),bull,Oversold (< -100),bear,Below SMA (acting as resistance),session,82.5,78.9,neutral,80.7,R 50.0%,79.67,R 78.6%,81.65,R 23.6%,82.5,E 100.0%,83.48,E 127.2%,0.92,1.75,2.7,80.7,R 50.0%,79.67,80.28,81.65,81.12,80.7,80.28,79.67,82.5,83.48,83.88,84.72,86.1,88.32
PLD,"Prologis, Inc.",146.09,,0,3,3,Neutral,430,Hourly,bear,Bearish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,3 open gap(s) below (support),bull,Oversold · Wide divergence,bear,Bearish zone · Zero-line cross ↓,bull,Breakout above prior resistance,session,148.1,145.75,neutral,146.92,R 50.0%,146.25,R 78.6%,147.55,R 23.6%,148.1,E 100.0%,148.74,E 127.2%,0.94,1.76,2.72,146.92,R 50.0%,,146.25,147.55,147.2,146.92,146.65,146.25,148.1,148.74,149.0,149.55,150.45,151.9
PNR,Pentair plc,70.92,,0,3,3,Neutral,430,Hourly,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bear,Near 20-period SMA (below),bear,2 open gap(s) above (resistance),bull,Oversold,bull,Oversold (< -100),bear,Break below prior support,session,72.94,70.78,neutral,71.86,R 50.0%,71.24,R 78.6%,72.43,R 23.6%,72.94,E 100.0%,73.53,E 127.2%,0.92,1.74,2.69,71.86,R 50.0%,,71.24,72.43,72.11,71.86,71.61,71.24,72.94,73.53,73.77,74.27,75.1,76.43
PODD,Insulet Corporation,148.36,,0,3,3,Neutral,430,Hourly,bear,Bearish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,1 open gap(s) below (support),bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session,156.78,147.34,neutral,152.06,R 50.0%,149.36,R 78.6%,154.55,R 23.6%,156.78,E 100.0%,159.35,E 127.2%,0.92,1.75,2.7,152.06,R 50.0%,,149.36,154.55,153.17,152.06,150.95,149.36,156.78,159.35,160.39,162.61,166.22,172.05
POOL,Pool Corporation,189.09,,0,3,3,Neutral,430,Hourly,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bear,Near 20-period SMA (below),bear,4 open gap(s) above (resistance),bull,Oversold,bear,Bearish zone,bull,Breakout above prior resistance,session,195.17,188.26,neutral,191.72,R 50.0%,189.74,R 78.6%,193.54,R 23.6%,195.17,E 100.0%,197.05,E 127.2%,0.92,1.74,2.69,191.72,R 50.0%,,189.74,193.54,192.53,191.72,190.9,189.74,195.17,197.05,197.81,199.44,202.08,206.35
PTC,PTC Inc.,126.88,,0,3,3,Neutral,430,Hourly,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bear,Wide divergence below SMA,bear,3 open gap(s) above (resistance),bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session,136.31,126.69,neutral,131.5,R 50.0%,128.75,R 78.6%,134.04,R 23.6%,136.31,E 100.0%,138.93,E 127.2%,0.92,1.75,2.7,131.5,R 50.0%,,128.75,134.04,132.64,131.5,130.36,128.75,136.31,138.93,139.98,142.26,145.93,151.88
PYPL,"PayPal Holdings, Inc.",40.52,,0,3,3,Neutral,430,Hourly,bull,Bullish harami,neutral,Significantly below trend,bear,Near 20-period SMA (below),bear,3 open gap(s) above (resistance),bull,%K above %D (bullish cross),bull,Oversold (< -100),bear,Break below prior support,session,41.28,40.2,neutral,40.74,R 50.0%,40.44,R 78.6%,41.03,R 23.6%,41.28,E 100.0%,41.57,E 127.2%,0.97,1.8,2.77,40.74,R 50.0%,40.44,40.62,41.03,40.87,40.74,40.62,40.44,41.28,41.57,41.69,41.94,42.36,43.02
RMD,ResMed Inc.,192.72,,0,3,3,Neutral,430,Hourly,bear,Hanging man,neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,1 open gap(s) below (support),bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session,197.25,192.1,neutral,194.68,R 50.0%,193.2,R 78.6%,196.03,R 23.6%,197.25,E 100.0%,198.65,E 127.2%,0.91,1.74,2.68,194.68,R 50.0%,,193.2,196.03,195.28,194.68,194.07,193.2,197.25,198.65,199.22,200.43,202.4,205.58
ROST,"Ross Stores, Inc.",238.47,,0,3,3,Neutral,430,Hourly,bear,Stale green (3-bar exhaustion),neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,3 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Breakout above prior resistance,session,238.96,230.4,neutral,234.68,R 50.0%,232.23,R 78.6%,236.94,R 23.6%,238.96,E 100.0%,241.29,E 127.2%,0.92,1.75,2.7,234.68,R 50.0%,236.94,238.96,236.94,235.69,234.68,233.67,232.23,238.96,241.29,242.23,244.25,247.52,252.81
SBAC,SBA Communications Corporation,202.96,,0,3,3,Neutral,430,Hourly,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,2 open gap(s) below (support),bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),session,208.21,202.72,neutral,205.47,R 50.0%,203.89,R 78.6%,206.91,R 23.6%,208.21,E 100.0%,209.7,E 127.2%,0.91,1.73,2.68,205.47,R 50.0%,,203.89,206.91,206.11,205.47,204.82,203.89,208.21,209.7,210.31,211.6,213.7,217.09
SHOP,Shopify Inc.,106.36,,0,3,3,Neutral,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bear,3 open gap(s) above (resistance),bull,%K above %D (bullish cross),bull,Oversold (< -100),bear,Break below prior support,session,110.25,104.11,neutral,107.18,R 50.0%,105.42,R 78.6%,108.8,R 23.6%,110.25,E 100.0%,111.92,E 127.2%,0.92,1.74,2.69,107.18,R 50.0%,105.42,106.46,108.8,107.9,107.18,106.46,105.42,110.25,111.92,112.6,114.04,116.39,120.18
SO,The Southern Company,94.34,,0,3,3,Neutral,430,Hourly,bear,Bearish engulfing,neutral,Significantly below trend,bull,Near 20-period SMA (above),bear,1 open gap(s) above (resistance),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Breakout above prior resistance,session,95.06,93.81,neutral,94.44,R 50.0%,94.08,R 78.6%,94.77,R 23.6%,95.06,E 100.0%,95.4,E 127.2%,0.92,1.72,2.67,94.44,R 50.0%,94.29,94.44,94.77,94.58,94.44,94.29,94.08,95.06,95.4,95.54,95.83,96.31,97.08
STLD,"Steel Dynamics, Inc.",274.78,,0,3,3,Neutral,430,Hourly,bear,Stale green (3-bar exhaustion),neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,8 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),session,275.71,267.49,neutral,271.6,R 50.0%,269.25,R 78.6%,273.77,R 23.6%,275.71,E 100.0%,277.95,E 127.2%,0.92,1.75,2.7,271.6,R 50.0%,273.77,275.71,273.77,272.57,271.6,270.63,269.25,275.71,277.95,278.85,280.79,283.93,289.01
SWK,"Stanley Black & Decker, Inc.",79.39,,0,3,3,Neutral,430,Hourly,bear,Bearish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bear,Rejection at prior resistance,session,79.86,77.47,neutral,78.66,R 50.0%,77.98,R 78.6%,79.3,R 23.6%,79.86,E 100.0%,80.51,E 127.2%,0.94,1.76,2.72,78.66,R 50.0%,79.3,79.86,79.3,78.95,78.66,78.38,77.98,79.86,80.51,80.77,81.34,82.25,83.73
SYY,Sysco Corporation,78.92,,0,3,3,Neutral,430,Hourly,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bear,2 open gap(s) above (resistance),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),session,79.45,78.09,neutral,78.77,R 50.0%,78.38,R 78.6%,79.13,R 23.6%,79.45,E 100.0%,79.82,E 127.2%,0.92,1.74,2.69,78.77,R 50.0%,78.77,78.93,79.13,78.93,78.77,78.61,78.38,79.45,79.82,79.97,80.29,80.81,81.65
TGT,Target Corporation,130.16,,0,3,3,Neutral,430,Hourly,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),session,130.89,127.07,neutral,128.98,R 50.0%,127.89,R 78.6%,129.99,R 23.6%,130.89,E 100.0%,131.93,E 127.2%,0.93,1.75,2.71,128.98,R 50.0%,129.99,130.89,129.99,129.43,128.98,128.53,127.89,130.89,131.93,132.35,133.25,134.71,137.07
TKO,"TKO Group Holdings, Inc.",210.07,,0,3,3,Neutral,430,Hourly,bear,Bearish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Breakout above prior resistance,session,211.17,205.58,neutral,208.38,R 50.0%,206.78,R 78.6%,209.85,R 23.6%,211.17,E 100.0%,212.69,E 127.2%,0.92,1.74,2.69,208.38,R 50.0%,209.85,211.17,209.85,209.03,208.38,207.72,206.78,211.17,212.69,213.31,214.62,216.76,220.21
TPL,Texas Pacific Land Corporation,373.62,,0,3,3,Neutral,430,Hourly,bull,Bullish harami,neutral,Significantly below trend,bear,Near 20-period SMA (below),bear,2 open gap(s) above (resistance),bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),multi-day swing (20b),404.44,371.17,neutral,387.81,R 50.0%,378.29,R 78.6%,396.59,R 23.6%,404.44,E 100.0%,413.49,E 127.2%,0.92,1.75,2.7,387.81,R 50.0%,,378.29,396.59,391.73,387.81,383.88,378.29,404.44,413.49,417.15,425.0,437.71,458.27
TRMB,Trimble Inc.,49.3,,0,3,3,Neutral,430,Hourly,bull,Bullish harami,neutral,Significantly below trend,bear,Near 20-period SMA (below),bear,3 open gap(s) above (resistance),bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session,51.58,48.92,neutral,50.25,R 50.0%,49.49,R 78.6%,50.95,R 23.6%,51.58,E 100.0%,52.3,E 127.2%,0.92,1.75,2.7,50.25,R 50.0%,,49.49,50.95,50.56,50.25,49.94,49.49,51.58,52.3,52.6,53.22,54.24,55.88
TTD,"The Trade Desk, Inc.",18.66,,0,3,3,Neutral,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bear,4 open gap(s) above (resistance),bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session,19.83,18.37,neutral,19.1,R 50.0%,18.68,R 78.6%,19.49,R 23.6%,19.83,E 100.0%,20.23,E 127.2%,0.93,1.74,2.69,19.1,R 50.0%,,18.68,19.49,19.27,19.1,18.93,18.68,19.83,20.23,20.39,20.73,21.29,22.19
TYL,"Tyler Technologies, Inc.",298.84,,0,3,3,Neutral,430,Hourly,bull,Bullish bar,neutral,In line with trend,bear,Near 20-period SMA (below),bear,2 open gap(s) above (resistance),bull,%K above %D (bullish cross),bull,Oversold (< -100),bear,Break below prior support,session,314.58,294.2,neutral,304.39,R 50.0%,298.57,R 78.6%,309.77,R 23.6%,314.58,E 100.0%,320.12,E 127.2%,0.92,1.75,2.7,304.39,R 50.0%,298.57,301.99,309.77,306.8,304.39,301.99,298.57,314.58,320.12,322.36,327.17,334.95,347.55
UDR,"UDR, Inc.",39.24,,0,3,3,Neutral,430,Hourly,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bear,%K below %D (bearish cross) · Wide,bull,Bullish zone,bear,Rejection at prior resistance,multi-day swing (20b),39.71,38.12,neutral,38.91,R 50.0%,38.46,R 78.6%,39.33,R 23.6%,39.71,E 100.0%,40.14,E 127.2%,0.93,1.78,2.73,38.91,R 50.0%,39.1,39.33,39.33,39.1,38.91,38.73,38.46,39.71,40.14,40.32,40.69,41.3,42.28
UNH,UnitedHealth Group Incorporated,405.62,,0,3,3,Neutral,430,Hourly,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,6 open gap(s) below (support),bull,Oversold,bear,Bearish zone,bear,Rejection at prior resistance,session,409.68,403.37,neutral,406.52,R 50.0%,404.72,R 78.6%,408.19,R 23.6%,409.68,E 100.0%,411.4,E 127.2%,0.93,1.76,2.71,406.52,R 50.0%,404.72,405.78,408.19,407.27,406.52,405.78,404.72,409.68,411.4,412.09,413.58,415.99,419.89
VZ,Verizon Communications Inc.,47.7,,0,3,3,Neutral,430,Hourly,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Breakout above prior resistance,session,48.06,46.72,neutral,47.39,R 50.0%,47.01,R 78.6%,47.74,R 23.6%,48.06,E 100.0%,48.42,E 127.2%,0.92,1.76,2.71,47.39,R 50.0%,47.55,47.74,47.74,47.55,47.39,47.23,47.01,48.06,48.42,48.57,48.89,49.4,50.23
WMB,"The Williams Companies, Inc.",72.58,,0,3,3,Neutral,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bear,2 open gap(s) above (resistance),bear,Overbought,bull,Bullish zone,bear,Rejection at prior resistance,multi-day swing (20b),72.94,70.69,neutral,71.81,R 50.0%,71.17,R 78.6%,72.41,R 23.6%,72.94,E 100.0%,73.55,E 127.2%,0.94,1.77,2.72,71.81,R 50.0%,72.41,72.94,72.41,72.08,71.81,71.55,71.17,72.94,73.55,73.8,74.33,75.19,76.58
XYL,Xylem Inc.,106.99,,0,3,3,Neutral,430,Hourly,bull,Bullish harami,neutral,Significantly below trend,bear,Near 20-period SMA (below),bear,2 open gap(s) above (resistance),bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session,108.87,106.56,neutral,107.71,R 50.0%,107.05,R 78.6%,108.32,R 23.6%,108.87,E 100.0%,109.5,E 127.2%,0.92,1.76,2.71,107.71,R 50.0%,,107.05,108.32,107.99,107.71,107.44,107.05,108.87,109.5,109.75,110.3,111.19,112.62
ZBRA,Zebra Technologies Corporation,213.53,,0,3,3,Neutral,430,Hourly,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bear,Wide divergence below SMA,bear,2 open gap(s) above (resistance),bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session,225.69,212.69,neutral,219.19,R 50.0%,215.47,R 78.6%,222.62,R 23.6%,225.69,E 100.0%,229.23,E 127.2%,0.92,1.75,2.7,219.19,R 50.0%,,215.47,222.62,220.72,219.19,217.66,215.47,225.69,229.23,230.66,233.72,238.69,246.72
A,"Agilent Technologies, Inc.",128.92,,-1,2,3,Neutral,430,Hourly,bear,Shooting star,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session,134.01,128.21,bearish,130.43,R 38.2%,131.79,R 61.8%,128.21,E 100.0%,126.63,E 127.2%,124.63,E 161.8%,1.63,2.79,4.26,128.21,E 100.0%,128.21,129.58,129.58,130.43,131.11,131.79,132.77,128.21,126.63,125.99,124.63,122.41,118.83
ACGL,Arch Capital Group Ltd.,91.96,,-1,2,3,Neutral,430,Hourly,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bear,Overbought,bear,Overbought (> +100),bull,Breakout above prior resistance,session,92.39,90.69,bearish,91.34,R 38.2%,91.74,R 61.8%,90.69,E 100.0%,90.23,E 127.2%,89.64,E 161.8%,1.63,2.78,4.25,90.69,E 100.0%,91.74,92.03,91.09,91.34,91.54,91.74,92.03,90.69,90.23,90.04,89.64,88.99,87.94
ADI,"Analog Devices, Inc.",401.04,,-1,2,3,Neutral,430,Hourly,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bear,%K below %D (bearish cross),bull,Bullish zone,bear,Break below prior support,session,407.42,392.41,bearish,398.14,R 38.2%,401.69,R 61.8%,392.41,E 100.0%,388.33,E 127.2%,383.13,E 161.8%,1.61,2.76,4.23,392.41,E 100.0%,399.92,401.69,395.95,398.14,399.92,401.69,404.21,392.41,388.33,386.68,383.13,377.4,368.12
AEE,Ameren Corporation,109.16,,-1,2,3,Neutral,430,Hourly,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bear,%K below %D (bearish cross),bull,Bullish zone,bear,Rejection at prior resistance,session,110.25,108.74,bearish,109.32,R 38.2%,109.67,R 61.8%,108.74,E 100.0%,108.33,E 127.2%,107.81,E 161.8%,1.66,2.83,4.31,108.74,E 100.0%,109.1,109.32,109.1,109.32,109.5,109.67,109.93,108.74,108.33,108.16,107.81,107.23,106.29
AES,The AES Corporation,14.67,,-1,2,3,Neutral,430,Hourly,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought,bull,Bullish zone · Zero-line cross ↑,bear,Rejection at prior resistance,session,14.68,14.63,bearish,14.65,R 38.2%,14.66,R 61.8%,14.63,E 100.0%,14.62,E 127.2%,14.6,E 161.8%,2.0,3.0,5.0,14.63,E 100.0%,14.66,,14.64,14.65,14.66,14.66,14.67,14.63,14.62,14.61,14.6,14.58,14.55
