ticker,company_name,price,chg_pct,net_score,bull,bear,verdict,bars,mode,Candle,Candle_label,Volume,Volume_label,SMA,SMA_label,Gaps,Gaps_label,Stoch,Stoch_label,CCI,CCI_label,RR,RR_label,fib_anchor,fib_swing_high,fib_swing_low,fib_direction,fib_entry,fib_entry_label,fib_stop,fib_stop_label,fib_t1,fib_t1_label,fib_t2,fib_t2_label,fib_t3,fib_t3_label,fib_rr_t1,fib_rr_t2,fib_rr_t3,fib_next_target,fib_next_label,fib_support_1,fib_resistance_1,fib_r_R 23p6,fib_r_R 38p2,fib_r_R 50p0,fib_r_R 61p8,fib_r_R 78p6,fib_e_E 100p0,fib_e_E 127p2,fib_e_E 138p2,fib_e_E 161p8,fib_e_E 200p0,fib_e_E 261p8
JBL,Jabil Inc.,364.48,,6,6,0,Strong bullish,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,5 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),session,367.99,351.19,bullish,361.57,R 38.2%,357.61,R 61.8%,367.99,E 100.0%,372.56,E 127.2%,378.37,E 161.8%,1.62,2.78,4.24,367.99,E 100.0%,364.03,367.99,364.03,361.57,359.59,357.61,354.79,367.99,372.56,374.41,378.37,384.79,395.16
CIEN,Ciena Corporation,442.43,,5,5,0,Strong bullish,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bull,Bullish zone · Zero-line cross ↑,bull,Above SMA (acting as support),session,450.99,424.88,bullish,441.02,R 38.2%,434.85,R 61.8%,450.99,E 100.0%,458.09,E 127.2%,467.13,E 161.8%,1.62,2.77,4.23,450.99,E 100.0%,441.02,444.83,444.83,441.02,437.94,434.85,430.47,450.99,458.09,460.96,467.13,477.1,493.24
FANG,"Diamondback Energy, Inc.",196.79,,5,5,0,Strong bullish,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bull,Bullish zone · Zero-line cross ↑,bull,Above SMA (acting as support),session,201.54,195.03,bullish,199.05,R 38.2%,197.52,R 61.8%,201.54,E 100.0%,203.31,E 127.2%,205.56,E 161.8%,1.63,2.78,4.25,201.54,E 100.0%,196.42,197.52,200.0,199.05,198.28,197.52,196.42,201.54,203.31,204.03,205.56,208.05,212.07
HAL,Halliburton Company,40.05,,5,5,0,Strong bullish,430,Hourly,bull,Inverted hammer,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),session,40.48,39.69,bullish,40.18,R 38.2%,39.99,R 61.8%,40.48,E 100.0%,40.69,E 127.2%,40.97,E 161.8%,1.58,2.68,4.16,40.48,E 100.0%,39.99,40.08,40.29,40.18,40.08,39.99,39.86,40.48,40.69,40.78,40.97,41.27,41.76
KEYS,"Keysight Technologies, Inc.",331.5,,5,5,0,Strong bullish,430,Hourly,bull,Bullish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bull,Bullish zone,bull,Bounce off prior support,session,334.99,323.12,bullish,330.45,R 38.2%,327.65,R 61.8%,334.99,E 100.0%,338.22,E 127.2%,342.33,E 161.8%,1.62,2.78,4.24,334.99,E 100.0%,330.45,332.19,332.19,330.45,329.05,327.65,325.66,334.99,338.22,339.53,342.33,346.87,354.2
MCHP,Microchip Technology Incorporated,90.02,,5,5,0,Strong bullish,430,Hourly,bull,Bullish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),multi-day swing (20b),94.5,85.29,bullish,90.98,R 38.2%,88.81,R 61.8%,94.5,E 100.0%,97.01,E 127.2%,100.19,E 161.8%,1.62,2.78,4.24,94.5,E 100.0%,89.9,90.98,92.33,90.98,89.9,88.81,87.26,94.5,97.01,98.02,100.19,103.71,109.4
MRNA,"Moderna, Inc.",47.76,,5,6,1,Strong bullish,430,Hourly,bull,Inverted hammer,bull,Above trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bull,%K above %D (bullish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),session,48.2,45.67,bullish,47.23,R 38.2%,46.64,R 61.8%,48.2,E 100.0%,48.89,E 127.2%,49.76,E 161.8%,1.64,2.81,4.29,48.2,E 100.0%,47.6,48.2,47.6,47.23,46.94,46.64,46.21,48.2,48.89,49.17,49.76,50.73,52.29
MU,"Micron Technology, Inc.",924.1,,5,5,0,Strong bullish,430,Hourly,bull,Bullish engulfing,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bull,Bullish zone · Zero-line cross ↑,bull,Above SMA (acting as support),multi-day swing (20b),989.12,854.56,bullish,937.72,R 38.2%,905.96,R 61.8%,989.12,E 100.0%,1025.72,E 127.2%,1072.28,E 161.8%,1.62,2.77,4.24,989.12,E 100.0%,921.84,937.72,957.36,937.72,921.84,905.96,883.36,989.12,1025.72,1040.52,1072.28,1123.68,1206.84
OXY,Occidental Petroleum Corporation,57.57,,5,5,0,Strong bullish,430,Hourly,bull,Inverted hammer,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bull,Bullish zone,bull,Bounce off prior support,session,58.46,56.98,bullish,57.89,R 38.2%,57.55,R 61.8%,58.46,E 100.0%,58.86,E 127.2%,59.37,E 161.8%,1.68,2.85,4.35,58.46,E 100.0%,57.55,57.72,58.11,57.89,57.72,57.55,57.3,58.46,58.86,59.03,59.37,59.94,60.85
STX,Seagate Technology Holdings plc,845.48,,5,5,0,Strong bullish,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bull,Bullish zone · Zero-line cross ↑,bull,Bounce off prior support,multi-day swing (20b),911.0,801.81,bullish,869.29,R 38.2%,843.52,R 61.8%,911.0,E 100.0%,940.7,E 127.2%,978.48,E 161.8%,1.62,2.77,4.24,911.0,E 100.0%,843.52,856.4,885.23,869.29,856.4,843.52,825.18,911.0,940.7,952.71,978.48,1020.19,1087.67
TER,"Teradyne, Inc.",365.43,,5,5,0,Strong bullish,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),session,372.43,345.61,bullish,362.18,R 38.2%,355.85,R 61.8%,372.43,E 100.0%,379.72,E 127.2%,389.0,E 161.8%,1.62,2.77,4.24,372.43,E 100.0%,362.18,366.1,366.1,362.18,359.02,355.85,351.35,372.43,379.72,382.67,389.0,399.24,415.81
ABBV,AbbVie Inc.,225.62,,4,5,1,Strong bullish,430,Hourly,bear,Bearish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,3 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),session,227.0,224.04,bullish,225.87,R 38.2%,225.17,R 61.8%,227.0,E 100.0%,227.81,E 127.2%,228.83,E 161.8%,1.61,2.77,4.23,227.0,E 100.0%,225.52,225.87,226.3,225.87,225.52,225.17,224.67,227.0,227.81,228.13,228.83,229.96,231.79
AON,Aon plc,338.49,,4,5,1,Strong bullish,430,Hourly,bear,Stale green (3-bar exhaustion),neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),multi-day swing (20b),340.77,321.84,bullish,333.54,R 38.2%,329.07,R 61.8%,340.77,E 100.0%,345.92,E 127.2%,352.47,E 161.8%,1.62,2.77,4.23,340.77,E 100.0%,336.3,340.77,336.3,333.54,331.3,329.07,325.89,340.77,345.92,348.0,352.47,359.7,371.4
APH,Amphenol Corporation,150.44,,4,5,1,Strong bullish,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,4 open gap(s) below (support),bull,%K above %D (bullish cross),bear,Bearish zone,bull,Breakout above prior resistance,multi-day swing (20b),159.8,145.31,bullish,154.26,R 38.2%,150.85,R 61.8%,159.8,E 100.0%,163.74,E 127.2%,168.75,E 161.8%,1.62,2.78,4.25,159.8,E 100.0%,148.41,150.85,156.38,154.26,152.56,150.85,148.41,159.8,163.74,165.34,168.75,174.29,183.24
BAC,Bank of America Corporation,54.62,,4,5,1,Strong bullish,430,Hourly,bear,Bearish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Bullish zone,bull,Breakout above prior resistance,session,55.3,54.08,bullish,54.83,R 38.2%,54.54,R 61.8%,55.3,E 100.0%,55.63,E 127.2%,56.06,E 161.8%,1.62,2.76,4.24,55.3,E 100.0%,54.54,54.69,55.01,54.83,54.69,54.54,54.34,55.3,55.63,55.77,56.06,56.52,57.28
CASY,"Casey's General Stores, Inc.",906.4,,4,5,1,Strong bullish,430,Hourly,bull,Bullish harami,neutral,In line with trend,bull,Wide divergence above SMA,bull,4 open gap(s) below (support),bear,Overbought,bull,Bullish zone,bull,Above SMA (acting as support),session,927.85,869.0,bullish,905.37,R 38.2%,891.48,R 61.8%,927.85,E 100.0%,943.86,E 127.2%,964.22,E 161.8%,1.62,2.77,4.24,927.85,E 100.0%,905.37,913.96,913.96,905.37,898.42,891.48,881.59,927.85,943.86,950.33,964.22,986.7,1023.07
CHTR,"Charter Communications, Inc.",137.33,,4,5,1,Strong bullish,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bear,3 open gap(s) above (resistance),bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),session,140.04,133.77,bullish,137.64,R 38.2%,136.17,R 61.8%,140.04,E 100.0%,141.75,E 127.2%,143.91,E 161.8%,1.63,2.8,4.27,140.04,E 100.0%,136.91,137.64,138.56,137.64,136.91,136.17,135.11,140.04,141.75,142.44,143.91,146.31,150.18
CMG,"Chipotle Mexican Grill, Inc.",30.77,,4,5,1,Strong bullish,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,Overbought,bull,Bullish zone,bull,Breakout above prior resistance,session,30.82,29.98,bullish,30.5,R 38.2%,30.3,R 61.8%,30.82,E 100.0%,31.05,E 127.2%,31.34,E 161.8%,1.6,2.75,4.2,30.82,E 100.0%,30.62,30.82,30.62,30.5,30.4,30.3,30.16,30.82,31.05,31.14,31.34,31.66,32.18
DHR,Danaher Corporation,180.6,,4,5,1,Strong bullish,430,Hourly,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,1 open gap(s) below (support),bull,Oversold,bull,Oversold (< -100),bull,Bounce off prior support,session,186.31,179.75,bullish,183.8,R 38.2%,182.25,R 61.8%,186.31,E 100.0%,188.1,E 127.2%,190.37,E 161.8%,1.62,2.77,4.24,186.31,E 100.0%,,181.15,184.76,183.8,183.03,182.25,181.15,186.31,188.1,188.82,190.37,192.87,196.93
EBAY,eBay Inc.,109.05,,4,5,1,Strong bullish,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bear,Overbought,bull,Bullish zone,bull,Bounce off prior support,session,109.41,106.34,bullish,108.24,R 38.2%,107.51,R 61.8%,109.41,E 100.0%,110.25,E 127.2%,111.31,E 161.8%,1.6,2.75,4.21,109.41,E 100.0%,108.69,109.41,108.69,108.24,107.88,107.51,107.0,109.41,110.25,110.58,111.31,112.48,114.38
EG,"Everest Re Group, Ltd.",338.62,,4,5,1,Strong bullish,430,Hourly,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,4 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Breakout above prior resistance,session,340.55,335.5,bullish,338.62,R 38.2%,337.43,R 61.8%,340.55,E 100.0%,341.92,E 127.2%,343.67,E 161.8%,1.62,2.77,4.24,340.55,E 100.0%,338.03,339.36,339.36,338.62,338.03,337.43,336.58,340.55,341.92,342.48,343.67,345.6,348.71
IQV,IQVIA Holdings Inc.,179.79,,4,5,1,Strong bullish,430,Hourly,bull,Bullish harami,neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,1 open gap(s) below (support),bull,Oversold,bull,Oversold (< -100),bull,Bounce off prior support,session,185.98,178.28,bullish,183.04,R 38.2%,181.22,R 61.8%,185.98,E 100.0%,188.07,E 127.2%,190.74,E 161.8%,1.62,2.76,4.23,185.98,E 100.0%,,179.93,184.16,183.04,182.13,181.22,179.93,185.98,188.07,188.92,190.74,193.68,198.44
LITE,Lumentum Holdings Inc.,867.98,,4,5,1,Strong bullish,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bear,Overbought,bull,Bullish zone,bull,Above SMA (acting as support),multi-day swing (20b),914.0,776.9,bullish,861.63,R 38.2%,829.27,R 61.8%,914.0,E 100.0%,951.29,E 127.2%,998.73,E 161.8%,1.62,2.77,4.24,914.0,E 100.0%,861.63,881.64,881.64,861.63,845.45,829.27,806.24,914.0,951.29,966.37,998.73,1051.1,1135.83
LYV,"Live Nation Entertainment, Inc.",170.28,,4,5,1,Strong bullish,430,Hourly,bull,Bullish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bear,Overbought,bull,Bullish zone,bull,Above SMA (acting as support),multi-day swing (20b),169.8,158.02,bullish,165.3,R 38.2%,162.52,R 61.8%,169.8,E 100.0%,173.0,E 127.2%,177.08,E 161.8%,1.62,2.77,4.24,173.0,E 127.2%,169.8,173.0,167.02,165.3,163.91,162.52,160.54,169.8,173.0,174.3,177.08,181.58,188.86
MDLZ,"Mondelez International, Inc.",63.73,,4,5,1,Strong bullish,430,Hourly,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,4 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Breakout above prior resistance,session,64.36,63.67,bullish,64.1,R 38.2%,63.94,R 61.8%,64.36,E 100.0%,64.55,E 127.2%,64.78,E 161.8%,1.63,2.81,4.25,64.36,E 100.0%,,63.82,64.2,64.1,64.02,63.94,63.82,64.36,64.55,64.62,64.78,65.05,65.47
MET,"MetLife, Inc.",86.82,,4,5,1,Strong bullish,430,Hourly,bear,Bearish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,3 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),session,87.7,86.14,bullish,87.1,R 38.2%,86.74,R 61.8%,87.7,E 100.0%,88.12,E 127.2%,88.66,E 161.8%,1.67,2.83,4.33,87.7,E 100.0%,86.74,86.92,87.33,87.1,86.92,86.74,86.47,87.7,88.12,88.3,88.66,89.26,90.22
MPC,Marathon Petroleum Corporation,266.95,,4,5,1,Strong bullish,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,4 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Bullish zone,bear,Rejection at prior resistance,session,269.77,263.09,bullish,267.22,R 38.2%,265.64,R 61.8%,269.77,E 100.0%,271.58,E 127.2%,273.89,E 161.8%,1.61,2.76,4.22,269.77,E 100.0%,266.43,267.22,268.19,267.22,266.43,265.64,264.52,269.77,271.58,272.32,273.89,276.44,280.57
NWSA,News Corporation,26.51,,4,5,1,Strong bullish,430,Hourly,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,3 open gap(s) below (support),bull,Oversold,bull,Oversold (< -100),bull,Bounce off prior support,session,27.41,26.48,bullish,27.05,R 38.2%,26.83,R 61.8%,27.41,E 100.0%,27.66,E 127.2%,27.99,E 161.8%,1.64,2.77,4.27,27.41,E 100.0%,,26.68,27.19,27.05,26.94,26.83,26.68,27.41,27.66,27.77,27.99,28.34,28.92
ODFL,"Old Dominion Freight Line, Inc.",243.28,,4,5,1,Strong bullish,430,Hourly,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,3 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),multi-day swing (20b),252.03,223.75,bullish,241.23,R 38.2%,234.55,R 61.8%,252.03,E 100.0%,259.72,E 127.2%,269.51,E 161.8%,1.62,2.77,4.23,252.03,E 100.0%,241.23,245.36,245.36,241.23,237.89,234.55,229.8,252.03,259.72,262.83,269.51,280.31,297.79
OKE,"ONEOK, Inc.",91.66,,4,5,1,Strong bullish,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bear,Overbought,bull,Bullish zone,bull,Above SMA (acting as support),multi-day swing (20b),91.52,86.55,bullish,89.62,R 38.2%,88.45,R 61.8%,91.52,E 100.0%,92.87,E 127.2%,94.59,E 161.8%,1.62,2.78,4.25,92.87,E 127.2%,91.52,92.87,90.35,89.62,89.03,88.45,87.61,91.52,92.87,93.42,94.59,96.49,99.56
PFG,"Principal Financial Group, Inc.",108.92,,4,5,1,Strong bullish,430,Hourly,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,4 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),multi-day swing (20b),110.04,104.95,bullish,108.1,R 38.2%,106.89,R 61.8%,110.04,E 100.0%,111.42,E 127.2%,113.19,E 161.8%,1.6,2.74,4.21,110.04,E 100.0%,108.84,110.04,108.84,108.1,107.5,106.89,106.04,110.04,111.42,111.98,113.19,115.13,118.28
PNC,"The PNC Financial Services Group, Inc.",233.28,,4,5,1,Strong bullish,430,Hourly,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,3 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Breakout above prior resistance,session,236.08,232.16,bullish,234.58,R 38.2%,233.66,R 61.8%,236.08,E 100.0%,237.14,E 127.2%,238.5,E 161.8%,1.63,2.78,4.26,236.08,E 100.0%,233.0,233.66,235.16,234.58,234.12,233.66,233.0,236.08,237.14,237.58,238.5,240.0,242.41
PRU,"Prudential Financial, Inc.",105.38,,4,5,1,Strong bullish,430,Hourly,bull,Bullish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Breakout above prior resistance,multi-day swing (20b),106.1,102.6,bullish,104.76,R 38.2%,103.94,R 61.8%,106.1,E 100.0%,107.05,E 127.2%,108.26,E 161.8%,1.63,2.79,4.27,106.1,E 100.0%,105.27,106.1,105.27,104.76,104.35,103.94,103.35,106.1,107.05,107.44,108.26,109.6,111.76
PSX,Phillips 66,181.78,,4,5,1,Strong bullish,430,Hourly,bull,Bullish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,3 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Bounce off prior support,session,185.98,181.28,bullish,184.18,R 38.2%,183.08,R 61.8%,185.98,E 100.0%,187.26,E 127.2%,188.88,E 161.8%,1.64,2.8,4.27,185.98,E 100.0%,,182.29,184.87,184.18,183.63,183.08,182.29,185.98,187.26,187.78,188.88,190.68,193.58
SOLV,Solventum Corporation,78.57,,4,5,1,Strong bullish,430,Hourly,bull,Bullish harami,neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,1 open gap(s) below (support),bull,Oversold,bull,Oversold (< -100),bull,Bounce off prior support,session,81.55,78.39,bullish,80.34,R 38.2%,79.6,R 61.8%,81.55,E 100.0%,82.4,E 127.2%,83.49,E 161.8%,1.64,2.78,4.26,81.55,E 100.0%,,79.07,80.8,80.34,79.97,79.6,79.07,81.55,82.4,82.75,83.49,84.7,86.65
SYF,Synchrony Financial,69.5,,4,5,1,Strong bullish,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,2 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Oversold (< -100),bull,Bounce off prior support,session,71.14,68.32,bullish,70.06,R 38.2%,69.4,R 61.8%,71.14,E 100.0%,71.91,E 127.2%,72.88,E 161.8%,1.64,2.8,4.27,71.14,E 100.0%,69.4,69.73,70.47,70.06,69.73,69.4,68.92,71.14,71.91,72.22,72.88,73.96,75.7
TFC,Truist Financial Corporation,50.02,,4,5,1,Strong bullish,430,Hourly,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bear,Overbought,bull,Bullish zone,bull,Breakout above prior resistance,session,50.23,49.47,bullish,49.94,R 38.2%,49.76,R 61.8%,50.23,E 100.0%,50.44,E 127.2%,50.7,E 161.8%,1.61,2.78,4.22,50.23,E 100.0%,49.94,50.05,50.05,49.94,49.85,49.76,49.63,50.23,50.44,50.52,50.7,50.99,51.46
TRGP,Targa Resources Corp.,274.84,,4,5,1,Strong bullish,430,Hourly,bull,Bullish engulfing,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,3 open gap(s) below (support),bear,Overbought,bull,Bullish zone,bull,Above SMA (acting as support),multi-day swing (20b),273.93,259.94,bullish,268.59,R 38.2%,265.28,R 61.8%,273.93,E 100.0%,277.74,E 127.2%,282.58,E 161.8%,1.61,2.76,4.23,277.74,E 127.2%,273.93,277.74,270.63,268.59,266.94,265.28,262.93,273.93,277.74,279.27,282.58,287.92,296.57
TRV,"The Travelers Companies, Inc.",305.06,,4,5,1,Strong bullish,430,Hourly,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bear,Overbought,bull,Bullish zone,bull,Breakout above prior resistance,session,306.46,303.06,bullish,305.16,R 38.2%,304.36,R 61.8%,306.46,E 100.0%,307.38,E 127.2%,308.56,E 161.8%,1.62,2.77,4.25,306.46,E 100.0%,304.76,305.16,305.66,305.16,304.76,304.36,303.79,306.46,307.38,307.76,308.56,309.86,311.96
VICI,VICI Properties Inc.,28.3,,4,5,1,Strong bullish,430,Hourly,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,4 open gap(s) below (support),bear,%K below %D (bearish cross) · Wide,bull,Bullish zone,bull,Breakout above prior resistance,session,28.71,28.3,bullish,28.55,R 38.2%,28.45,R 61.8%,28.71,E 100.0%,28.82,E 127.2%,28.97,E 161.8%,1.6,2.7,4.2,28.71,E 100.0%,,28.38,28.61,28.55,28.5,28.45,28.38,28.71,28.82,28.87,28.97,29.12,29.38
VTR,"Ventas, Inc.",84.42,,4,5,1,Strong bullish,430,Hourly,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Breakout above prior resistance,session,85.24,83.74,bullish,84.67,R 38.2%,84.31,R 61.8%,85.24,E 100.0%,85.65,E 127.2%,86.17,E 161.8%,1.58,2.72,4.17,85.24,E 100.0%,84.31,84.49,84.89,84.67,84.49,84.31,84.06,85.24,85.65,85.81,86.17,86.74,87.67
WM,"Waste Management, Inc.",223.11,,4,5,1,Strong bullish,430,Hourly,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Breakout above prior resistance,multi-day swing (20b),225.2,215.45,bullish,221.48,R 38.2%,219.17,R 61.8%,225.2,E 100.0%,227.85,E 127.2%,231.23,E 161.8%,1.61,2.76,4.22,225.2,E 100.0%,222.9,225.2,222.9,221.48,220.32,219.17,217.54,225.2,227.85,228.92,231.23,234.95,240.98
YUM,"Yum! Brands, Inc.",152.45,,4,5,1,Strong bullish,430,Hourly,bear,Bearish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Bullish zone,bull,Breakout above prior resistance,session,153.32,150.63,bullish,152.29,R 38.2%,151.66,R 61.8%,153.32,E 100.0%,154.05,E 127.2%,154.98,E 161.8%,1.63,2.79,4.27,153.32,E 100.0%,152.29,152.69,152.69,152.29,151.97,151.66,151.21,153.32,154.05,154.35,154.98,156.01,157.67
ARM,Arm Holdings plc American Depositary Shares,327.62,,3,4,1,Moderately bullish,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bear,Overbought,bull,Bullish zone,bull,Above SMA (acting as support),session,334.15,304.2,bullish,322.71,R 38.2%,315.64,R 61.8%,334.15,E 100.0%,342.3,E 127.2%,352.66,E 161.8%,1.62,2.77,4.24,334.15,E 100.0%,327.08,334.15,327.08,322.71,319.17,315.64,310.61,334.15,342.3,345.59,352.66,364.1,382.61
BDX,"Becton, Dickinson and Company",146.06,,3,4,1,Moderately bullish,430,Hourly,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bull,Oversold,bull,Oversold (< -100),bull,Bounce off prior support,session,150.86,145.97,bullish,148.99,R 38.2%,147.84,R 61.8%,150.86,E 100.0%,152.19,E 127.2%,153.88,E 161.8%,1.63,2.78,4.25,150.86,E 100.0%,,147.02,149.71,148.99,148.42,147.84,147.02,150.86,152.19,152.73,153.88,155.75,158.77
BG,Bunge Global S.A.,127.93,,3,4,1,Moderately bullish,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Bounce off prior support,session,130.15,127.3,bullish,129.06,R 38.2%,128.39,R 61.8%,130.15,E 100.0%,130.93,E 127.2%,131.91,E 161.8%,1.63,2.79,4.25,130.15,E 100.0%,127.91,128.39,129.48,129.06,128.72,128.39,127.91,130.15,130.93,131.24,131.91,133.0,134.77
COP,ConocoPhillips,119.68,,3,4,1,Moderately bullish,430,Hourly,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bull,Bullish zone,bear,Rejection at prior resistance,multi-day swing (20b),121.4,114.86,bullish,118.9,R 38.2%,117.36,R 61.8%,121.4,E 100.0%,123.18,E 127.2%,125.44,E 161.8%,1.62,2.78,4.25,121.4,E 100.0%,118.9,119.86,119.86,118.9,118.13,117.36,116.26,121.4,123.18,123.9,125.44,127.94,131.98
DDOG,"Datadog, Inc.",230.34,,3,4,1,Moderately bullish,430,Hourly,bear,Bearish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bull,Bullish zone,bull,Bounce off prior support,session,232.67,224.53,bullish,229.56,R 38.2%,227.64,R 61.8%,232.67,E 100.0%,234.88,E 127.2%,237.7,E 161.8%,1.62,2.77,4.24,232.67,E 100.0%,229.56,230.75,230.75,229.56,228.6,227.64,226.27,232.67,234.88,235.78,237.7,240.81,245.84
