# BACKTEST CONFIG
min_score,conviction,stop_pct,tp_pct,direction,size_usd,slippage_pct,signal_flip,gap_stop,max_hold
4,60.0,1.5,4.5,both,1000.0,0.1,True,True,20

# PER-TICKER SUMMARY
ticker,trades,wins,losses,win_rate_pct,avg_r,expectancy,total_pnl_usd,avg_pnl_pct,max_drawdown_pct,avg_hold_bars,profit_factor,total_slippage_usd,bars_tested,compute_secs,exit_stop,exit_gap_stop,exit_take_profit,exit_signal_flip,exit_max_hold
MNST,long,2025-08-05,2025-08-05,0,60.3002,59.4,59.4,63.01,16,-14.4,-1.49,-1.0,stop,4,61.1,0.96
MNST,long,2025-08-08,2025-08-08,0,65.5655,64.58,64.58,68.52,15,-14.78,-1.5,-1.0,stop,7,100.0,0.98
MNST,long,2025-08-21,2025-08-22,1,64.5144,63.55,63.55,67.42,15,-14.47,-1.49,-1.0,stop,6,83.3,0.97
MNST,long,2025-09-10,2025-09-10,0,63.1631,62.83,62.22,66.01,15,-5.0,-0.53,-0.35,signal_flip,6,83.3,0.95
MNST,long,2025-09-12,2025-09-17,3,63.8638,66.74,62.91,66.74,15,43.14,4.5,3.02,take_profit,6,83.3,0.96
MNST,long,2025-09-24,2025-09-30,4,64.4644,67.37,63.5,67.37,15,43.58,4.51,3.01,take_profit,6,83.3,0.97
MNST,long,2025-10-15,2025-10-29,10,68.5385,67.51,67.51,71.62,14,-14.4,-1.5,-1.0,stop,7,100.0,0.96
MNST,long,2025-11-11,2025-11-24,9,70.3202,73.48,69.27,73.48,14,44.24,4.49,3.01,take_profit,5,64.4,0.98
MNST,long,2025-12-09,2025-12-11,2,74.0139,72.9,72.9,77.34,13,-14.48,-1.5,-1.0,stop,6,83.3,0.96
MNST,long,2025-12-15,2025-12-22,5,74.3242,77.67,73.21,77.67,13,43.5,4.5,3.0,take_profit,6,83.3,0.96
MNST,long,2026-01-08,2026-01-15,5,75.9258,77.91,74.79,79.34,13,25.79,2.61,1.75,signal_flip,5,64.4,0.99
MNST,long,2026-02-02,2026-02-10,6,81.081,79.86,79.86,84.73,12,-14.65,-1.51,-1.0,stop,5,73.3,0.97
MNST,long,2026-02-13,2026-02-18,2,80.7907,83.18,79.58,84.43,12,28.67,2.96,1.97,signal_flip,5,72.2,0.97
MNST,short,2026-03-16,2026-03-18,2,77.8521,74.35,79.02,74.35,12,42.03,4.5,3.0,take_profit,-6,83.3,0.93
MNST,short,2026-04-08,2026-04-08,0,74.4355,75.55,75.55,71.09,13,-14.49,-1.5,-1.0,stop,-6,83.3,0.97
MNST,long,2026-04-17,2026-04-20,1,75.7957,77.23,74.66,79.21,13,18.65,1.89,1.26,signal_flip,4,61.1,0.98
MNST,short,2026-05-05,2026-05-05,0,74.925,76.05,76.05,71.55,13,-14.62,-1.5,-1.0,stop,-5,66.7,0.98
MNST,short,2026-05-08,2026-05-08,0,84.4155,85.68,85.68,80.62,11,-13.91,-1.5,-1.0,stop,-7,100.0,0.93
SNDK,short,2025-07-28,2025-07-31,3,43.0369,43.73,43.68,41.1,23,-15.94,-1.61,-1.08,gap_stop,-6,83.3,0.99
SNDK,short,2025-08-04,2025-08-05,1,42.0679,42.7,42.7,40.17,23,-14.54,-1.5,-1.0,stop,-6,83.3,0.97
SNDK,short,2025-08-07,2025-08-08,1,41.958,42.59,42.59,40.07,23,-14.54,-1.51,-1.0,stop,-6,83.3,0.97
SNDK,long,2025-08-18,2025-08-19,1,44.2942,46.29,43.63,46.29,22,43.91,4.51,3.0,take_profit,4,62.2,0.97
SNDK,long,2025-08-22,2025-08-26,2,46.1561,47.35,45.46,48.23,21,25.07,2.59,1.72,signal_flip,5,72.2,0.97
SNDK,long,2025-10-15,2025-10-15,0,134.8847,132.86,132.86,140.95,7,-14.17,-1.5,-1.0,stop,6,83.3,0.94
SNDK,long,2025-11-05,2025-11-05,0,202.0819,211.18,199.05,211.18,4,36.39,4.5,3.0,take_profit,5,73.3,0.81
SNDK,long,2025-11-17,2025-11-17,0,253.6534,265.07,249.85,265.07,3,34.25,4.5,3.0,take_profit,5,73.3,0.76
SNDK,short,2025-11-28,2025-11-28,0,225.0248,228.4,228.4,214.9,4,-13.5,-1.5,-1.0,stop,-5,77.8,0.9
SNDK,short,2025-12-10,2025-12-10,0,217.782,221.05,221.05,207.98,4,-13.07,-1.5,-1.0,stop,-4,61.1,0.87
SNDK,short,2025-12-15,2025-12-15,0,214.2306,204.59,217.44,204.59,4,38.56,4.5,3.0,take_profit,-4,61.1,0.86
SNDK,long,2026-02-06,2026-02-06,0,615.1145,605.89,605.89,642.79,1,-9.22,-1.5,-1.0,stop,5,73.3,0.61
SNDK,long,2026-02-12,2026-02-12,0,641.1905,631.57,631.57,670.04,1,-9.62,-1.5,-1.0,stop,6,83.3,0.64
SNDK,long,2026-02-17,2026-02-17,0,612.612,603.42,603.42,640.18,1,-9.19,-1.5,-1.0,stop,6,83.3,0.61
SNDK,long,2026-02-19,2026-02-19,0,597.9273,624.83,588.96,624.83,1,26.9,4.5,3.0,take_profit,5,73.3,0.6
SNDK,long,2026-02-27,2026-02-27,0,627.7071,655.95,618.29,655.95,1,28.24,4.5,3.0,take_profit,6,83.3,0.63
SNDK,long,2026-03-11,2026-03-11,0,626.576,654.77,617.18,654.77,1,28.19,4.5,3.0,take_profit,6,83.3,0.63
SNDK,long,2026-03-26,2026-03-26,0,654.654,644.83,644.83,684.11,1,-9.82,-1.5,-1.0,stop,5,73.3,0.65
SNDK,long,2026-04-02,2026-04-02,0,642.7321,671.66,633.09,671.66,1,28.93,4.5,3.0,take_profit,7,100.0,0.64
SNDK,long,2026-05-20,2026-05-20,0,1439.418,1417.83,1417.83,1504.19,1,-21.59,-1.5,-1.0,stop,5,72.2,1.44
PANW,short,2025-07-30,2025-07-30,0,180.0897,182.79,182.79,171.99,5,-13.5,-1.5,-1.0,stop,-4,62.2,0.9
PANW,short,2025-08-14,2025-08-19,3,176.823,187.81,179.48,168.87,5,-54.93,-6.21,-4.14,gap_stop,-4,62.2,0.88
PANW,long,2025-09-26,2025-10-03,5,201.6815,210.76,198.66,210.76,4,36.31,4.5,3.0,take_profit,5,73.3,0.81
PANW,long,2025-10-21,2025-10-28,5,212.252,221.8,209.07,221.8,4,38.19,4.5,3.0,take_profit,6,83.3,0.85
PANW,long,2025-11-20,2025-11-20,0,198.3281,195.35,195.35,207.25,5,-14.89,-1.5,-1.0,stop,4,66.7,0.99
PANW,short,2025-12-10,2025-12-16,4,194.2655,185.52,197.18,185.52,5,43.73,4.5,3.0,take_profit,-5,72.2,0.97
PANW,short,2025-12-22,2026-01-02,7,188.3015,179.83,191.13,179.83,5,42.36,4.5,3.0,take_profit,-4,62.2,0.94
PANW,long,2026-01-08,2026-01-08,0,193.8837,190.98,190.98,202.61,5,-14.52,-1.5,-1.0,stop,5,73.3,0.97
PANW,short,2026-01-21,2026-01-26,3,184.2755,184.22,187.04,175.98,5,0.28,0.03,0.02,signal_flip,-6,88.9,0.92
PANW,short,2026-02-11,2026-02-12,1,167.0328,159.52,169.54,159.52,5,37.56,4.5,3.0,take_profit,-5,73.3,0.84
PANW,short,2026-02-18,2026-02-18,0,149.4005,151.64,151.64,142.68,6,-13.44,-1.5,-1.0,stop,-7,100.0,0.9
PANW,long,2026-04-17,2026-04-17,0,170.6505,168.09,168.09,178.33,5,-12.8,-1.5,-1.0,stop,5,72.2,0.85
KDP,short,2025-08-26,2025-08-26,0,30.1738,28.82,30.63,28.82,33,44.68,4.49,2.97,take_profit,-5,73.3,1.0
KDP,short,2025-09-08,2025-09-08,0,27.8281,26.58,28.25,26.58,35,43.68,4.49,2.96,take_profit,-5,73.3,0.97
KDP,short,2025-09-16,2025-09-17,1,26.0274,26.42,26.42,24.86,38,-14.92,-1.51,-1.0,stop,-5,73.3,0.99
KDP,short,2025-10-07,2025-10-09,2,24.8281,25.24,25.2,23.71,40,-16.33,-1.64,-1.1,gap_stop,-5,73.3,0.99
KDP,long,2025-10-15,2025-10-15,0,26.2063,26.48,25.81,27.39,38,10.21,1.03,0.68,signal_flip,4,61.1,1.0
KDP,short,2025-10-29,2025-10-29,0,28.0199,26.76,28.44,26.76,35,44.1,4.5,3.0,take_profit,-4,66.7,0.98
KDP,short,2025-11-18,2025-11-18,0,26.5369,26.93,26.93,25.34,37,-14.54,-1.48,-1.0,stop,-5,73.3,0.98
KDP,short,2025-12-22,2025-12-22,0,27.3619,27.77,27.77,26.13,36,-14.69,-1.49,-1.0,stop,-4,62.2,0.99
KDP,short,2026-01-13,2026-01-14,1,27.3904,27.8,27.8,26.16,36,-14.75,-1.5,-1.0,stop,-5,72.2,0.99
KDP,short,2026-01-20,2026-01-20,0,26.9943,27.4,27.4,25.78,37,-15.01,-1.5,-1.0,stop,-6,88.9,1.0
KDP,short,2026-01-23,2026-01-23,0,27.3013,27.52,27.71,26.07,36,-7.76,-0.79,-0.53,signal_flip,-6,88.9,0.98
KDP,long,2026-02-23,2026-02-24,1,29.3107,30.63,28.87,30.63,34,44.86,4.5,2.99,take_profit,5,72.2,1.0
KDP,short,2026-04-14,2026-04-14,0,25.7842,26.17,26.17,24.62,38,-14.66,-1.5,-1.0,stop,-7,100.0,0.98
KDP,long,2026-05-11,2026-05-20,7,28.8588,28.69,28.43,30.16,34,-5.74,-0.58,-0.39,signal_flip,6,83.3,0.98
ZS,short,2025-08-06,2025-08-06,0,283.0667,287.31,287.31,270.33,3,-12.73,-1.5,-1.0,stop,-5,72.2,0.85
ZS,short,2025-08-08,2025-08-11,1,273.3564,271.18,277.46,261.06,3,6.53,0.8,0.53,signal_flip,-4,62.2,0.82
ZS,short,2025-08-20,2025-08-28,6,273.9857,278.1,278.1,261.66,3,-12.34,-1.5,-1.0,stop,-5,72.2,0.82
ZS,short,2025-09-05,2025-09-05,0,269.3504,273.39,273.39,257.23,3,-12.12,-1.5,-1.0,stop,-4,62.2,0.81
ZS,long,2025-10-21,2025-10-24,3,306.0457,319.82,301.46,319.82,3,41.32,4.5,3.0,take_profit,5,72.2,0.92
ZS,long,2025-11-10,2025-11-12,2,324.304,319.44,319.44,338.9,3,-14.59,-1.5,-1.0,stop,5,73.3,0.97
ZS,short,2026-01-29,2026-01-29,0,209.3005,199.88,212.44,199.88,4,37.68,4.5,3.0,take_profit,-5,72.2,0.84
ZS,short,2026-02-20,2026-02-20,0,166.833,169.34,169.34,159.33,5,-12.54,-1.5,-1.0,stop,-5,73.3,0.84
ZS,short,2026-03-11,2026-03-11,0,157.812,160.18,160.18,150.71,6,-14.21,-1.5,-1.0,stop,-6,83.3,0.95
ZS,short,2026-03-23,2026-03-24,1,152.2326,145.38,154.52,145.38,6,41.12,4.5,3.0,take_profit,-7,100.0,0.91
ZS,short,2026-04-09,2026-04-09,0,132.9669,126.98,134.96,126.98,7,41.91,4.5,3.0,take_profit,-6,83.3,0.93
ZS,short,2026-04-24,2026-04-24,0,133.1867,135.18,135.18,127.19,7,-13.95,-1.5,-1.0,stop,-6,83.3,0.93
ZS,long,2026-04-29,2026-04-29,0,135.2551,133.23,133.23,141.34,7,-14.18,-1.5,-1.0,stop,5,72.2,0.95
ZS,short,2026-05-01,2026-05-01,0,135.2147,137.24,137.24,129.13,7,-14.18,-1.5,-1.0,stop,-5,72.2,0.95
ZS,short,2026-05-28,2026-05-28,0,126.4235,128.32,128.32,120.73,7,-13.28,-1.5,-1.0,stop,-5,73.3,0.89
ZS,short,2026-06-03,2026-06-03,0,141.7581,135.38,143.88,135.38,7,44.65,4.5,3.01,take_profit,-5,77.8,0.99
ODFL,short,2025-07-29,2025-07-30,1,163.09,155.75,165.54,155.75,6,44.04,4.5,3.0,take_profit,-5,72.2,0.98
ODFL,long,2025-08-20,2025-08-20,0,153.0339,150.74,150.74,159.92,6,-13.76,-1.5,-1.0,stop,4,62.2,0.92
ODFL,long,2025-09-08,2025-09-08,0,150.3511,148.1,148.1,157.12,6,-13.51,-1.5,-1.0,stop,4,61.1,0.9
ODFL,short,2025-09-10,2025-09-11,1,146.1925,148.39,148.39,139.61,6,-13.18,-1.5,-1.0,stop,-6,83.3,0.88
ODFL,short,2025-10-02,2025-10-02,0,138.2077,140.28,140.28,131.99,7,-14.51,-1.5,-1.0,stop,-6,83.3,0.97
ODFL,long,2025-10-21,2025-10-23,2,139.6302,137.54,137.54,145.91,7,-14.63,-1.5,-1.0,stop,4,61.1,0.98
ODFL,long,2025-11-03,2025-11-03,0,139.7099,137.61,137.61,146.0,7,-14.7,-1.5,-1.0,stop,4,62.2,0.98
ODFL,long,2025-11-05,2025-11-05,0,139.959,137.86,137.86,146.26,7,-14.69,-1.5,-1.0,stop,6,88.9,0.98
ODFL,short,2025-11-07,2025-11-07,0,136.4179,138.46,138.46,130.28,7,-14.29,-1.5,-1.0,stop,-4,62.2,0.96
ODFL,short,2025-11-11,2025-11-11,0,137.0841,139.14,139.14,130.92,7,-14.39,-1.5,-1.0,stop,-5,72.2,0.96
ODFL,short,2025-11-25,2025-11-25,0,131.5852,133.56,133.56,125.66,7,-13.82,-1.5,-1.0,stop,-4,62.2,0.92
ODFL,long,2025-12-02,2025-12-03,1,138.9926,145.25,136.91,145.25,7,43.8,4.5,3.0,take_profit,6,88.9,0.97
ODFL,long,2025-12-29,2025-12-31,2,159.4147,157.02,157.02,166.59,6,-14.37,-1.5,-1.0,stop,5,72.2,0.96
ODFL,long,2026-01-05,2026-01-06,1,158.7558,165.9,156.37,165.9,6,42.87,4.5,2.99,take_profit,5,72.2,0.95
ODFL,long,2026-02-02,2026-02-02,0,173.042,180.83,170.45,180.83,5,38.94,4.5,3.0,take_profit,4,62.2,0.86
ODFL,long,2026-02-17,2026-02-20,3,192.6594,201.33,189.77,201.33,5,43.35,4.5,3.0,take_profit,6,83.3,0.96
ODFL,long,2026-02-27,2026-03-02,1,196.0138,204.83,193.07,204.83,5,44.08,4.5,2.99,take_profit,6,83.3,0.98
ODFL,short,2026-03-09,2026-03-09,0,190.338,193.19,193.19,181.77,5,-14.26,-1.5,-1.0,stop,-4,62.2,0.95
INTU,long,2025-08-05,2025-08-05,0,780.9152,769.2,769.2,816.06,1,-11.72,-1.5,-1.0,stop,5,72.2,0.78
INTU,short,2025-09-11,2025-09-18,5,655.1912,665.02,665.02,625.71,1,-9.83,-1.5,-1.0,stop,-7,100.0,0.66
INTU,long,2025-10-03,2025-10-06,1,673.1766,662.53,663.08,703.47,1,-10.64,-1.58,-1.05,gap_stop,5,72.2,0.67
INTU,short,2025-10-30,2025-10-30,0,649.2213,658.96,658.96,620.01,1,-9.74,-1.5,-1.0,stop,-5,66.7,0.65
INTU,long,2025-11-03,2025-11-04,1,666.6476,656.65,656.65,696.65,1,-10.0,-1.5,-1.0,stop,4,61.1,0.67
INTU,short,2025-11-06,2025-11-06,0,645.1653,654.84,654.84,616.13,1,-9.67,-1.5,-1.0,stop,-6,83.3,0.65
INTU,short,2025-11-14,2025-11-14,0,646.726,656.43,656.43,617.62,1,-9.7,-1.5,-1.0,stop,-5,64.4,0.65
INTU,short,2025-11-19,2025-11-20,1,644.7479,654.42,654.42,615.73,1,-9.67,-1.5,-1.0,stop,-5,64.4,0.65
INTU,long,2025-12-11,2025-12-11,0,656.8461,672.69,646.99,686.4,1,15.84,2.41,1.61,signal_flip,5,72.2,0.66
INTU,long,2025-12-19,2025-12-22,1,665.1833,671.89,655.21,695.12,1,6.71,1.01,0.67,signal_flip,5,72.2,0.66
INTU,short,2026-01-02,2026-01-02,0,656.6968,627.15,666.55,627.15,1,29.55,4.5,3.0,take_profit,-5,72.2,0.66
INTU,short,2026-01-12,2026-01-13,1,637.4898,608.8,647.05,608.8,1,28.69,4.5,3.0,take_profit,-6,83.3,0.64
INTU,long,2026-03-16,2026-03-17,1,444.392,464.39,437.73,464.39,2,40.0,4.5,3.0,take_profit,5,72.2,0.89
INTU,long,2026-04-23,2026-04-23,0,385.385,379.6,379.6,402.73,2,-11.57,-1.5,-1.0,stop,4,61.1,0.77
INTU,long,2026-05-08,2026-05-08,0,395.9355,390.0,390.0,413.75,2,-11.87,-1.5,-1.0,stop,5,72.2,0.79
INTU,short,2026-05-12,2026-05-13,1,394.6649,376.9,400.58,376.9,2,35.53,4.5,3.0,take_profit,-5,72.2,0.79
INTU,short,2026-05-21,2026-05-22,1,311.9777,316.66,316.66,297.94,3,-14.05,-1.5,-1.0,stop,-7,100.0,0.94
INTU,short,2026-06-03,2026-06-04,1,319.2005,304.84,323.99,304.84,3,43.08,4.5,3.0,take_profit,-5,73.3,0.96
AVGO,long,2025-08-04,2025-08-07,3,290.8242,303.91,286.46,303.91,3,39.26,4.5,3.0,take_profit,5,73.3,0.87
AVGO,short,2025-09-02,2025-09-02,0,287.4023,291.71,291.71,274.47,3,-12.92,-1.5,-1.0,stop,-5,77.8,0.86
AVGO,long,2025-09-22,2025-09-23,1,341.4017,336.28,336.28,356.76,2,-10.24,-1.5,-1.0,stop,5,73.3,0.68
AVGO,short,2025-10-13,2025-10-13,0,351.0079,356.27,356.27,335.21,2,-10.52,-1.5,-1.0,stop,-4,62.2,0.7
AVGO,long,2025-10-24,2025-10-28,2,351.4514,367.27,346.18,367.27,2,31.64,4.5,3.0,take_profit,6,83.3,0.7
AVGO,long,2025-11-06,2025-11-06,0,359.0286,353.64,353.64,375.18,2,-10.78,-1.5,-1.0,stop,6,83.3,0.72
AVGO,short,2025-11-10,2025-11-10,0,356.1123,356.96,361.45,340.09,2,-1.69,-0.24,-0.16,signal_flip,-4,61.1,0.71
AVGO,short,2025-11-12,2025-11-13,1,356.2516,340.22,361.6,340.22,2,32.06,4.5,3.0,take_profit,-4,61.1,0.71
AVGO,long,2025-11-25,2025-11-25,0,383.774,378.02,378.02,401.04,2,-11.51,-1.5,-1.0,stop,5,73.3,0.77
AVGO,short,2025-12-02,2025-12-05,3,386.3704,388.68,392.17,368.98,2,-4.62,-0.6,-0.4,signal_flip,-4,61.1,0.77
AVGO,short,2025-12-15,2025-12-15,0,360.0824,343.88,365.48,343.88,2,32.4,4.5,3.0,take_profit,-5,73.3,0.72
AVGO,short,2025-12-31,2026-01-02,1,348.6489,353.88,353.88,332.96,2,-10.46,-1.5,-1.0,stop,-6,83.3,0.7
AVGO,long,2026-01-13,2026-01-14,1,352.4935,347.21,347.21,368.36,2,-10.57,-1.5,-1.0,stop,4,61.1,0.7
AVGO,long,2026-01-20,2026-01-20,0,343.7231,338.57,338.57,359.19,2,-10.31,-1.5,-1.0,stop,4,61.1,0.69
AVGO,short,2026-01-30,2026-01-30,0,331.4124,336.38,336.38,316.5,3,-14.9,-1.5,-1.0,stop,-6,83.3,1.0
AVGO,short,2026-02-04,2026-02-04,0,318.5223,304.19,323.3,304.19,3,43.0,4.5,3.0,take_profit,-5,73.3,0.96
AVGO,long,2026-02-19,2026-02-23,2,332.6452,327.66,327.66,347.61,3,-14.96,-1.5,-1.0,stop,4,61.1,1.0
AVGO,short,2026-02-27,2026-02-27,0,309.7396,314.39,314.39,295.8,3,-13.95,-1.5,-1.0,stop,-7,100.0,0.93
AVGO,long,2026-03-09,2026-03-09,0,326.8915,341.6,321.99,341.6,3,44.13,4.5,3.0,take_profit,6,88.9,0.98
AVGO,short,2026-03-23,2026-03-23,0,317.682,322.45,322.45,303.39,3,-14.3,-1.5,-1.0,stop,-4,62.2,0.95
AVGO,short,2026-03-26,2026-03-27,1,313.706,299.59,318.41,299.59,3,42.35,4.5,3.0,take_profit,-5,72.2,0.94
AVGO,long,2026-04-08,2026-04-08,0,352.1017,346.82,346.82,367.95,2,-10.56,-1.5,-1.0,stop,5,73.3,0.7
AVGO,short,2026-05-22,2026-05-26,1,417.0725,423.33,423.33,398.3,2,-12.51,-1.5,-1.0,stop,-4,61.1,0.83
ARM,short,2025-09-03,2025-09-04,1,133.5163,135.52,135.52,127.51,7,-14.03,-1.5,-1.0,stop,-7,100.0,0.94
ARM,short,2025-09-22,2025-09-22,0,142.0078,144.14,144.14,135.62,7,-14.93,-1.5,-1.0,stop,-4,62.2,1.0
ARM,short,2025-09-24,2025-09-24,0,142.0078,144.14,144.14,135.62,7,-14.93,-1.5,-1.0,stop,-7,100.0,1.0
ARM,long,2025-10-02,2025-10-06,2,151.0009,157.8,148.74,157.8,6,40.79,4.5,3.01,take_profit,7,100.0,0.91
ARM,long,2025-10-21,2025-10-21,0,170.7005,168.14,168.14,178.38,5,-12.8,-1.5,-1.0,stop,6,83.3,0.85
ARM,long,2025-10-27,2025-10-27,0,174.6595,182.52,172.04,182.52,5,39.3,4.5,3.0,take_profit,6,83.3,0.87
ARM,short,2025-12-12,2025-12-15,1,135.1747,129.09,137.2,129.09,7,42.59,4.5,3.0,take_profit,-7,100.0,0.95
ARM,short,2026-01-06,2026-01-08,2,117.4025,112.12,119.16,112.12,8,42.26,4.5,3.01,take_profit,-4,62.2,0.94
ARM,short,2026-01-12,2026-01-14,2,110.8291,105.84,112.49,105.84,9,44.9,4.5,3.0,take_profit,-6,83.3,1.0
ARM,long,2026-01-22,2026-01-22,0,120.8257,119.01,119.01,126.26,8,-14.53,-1.5,-1.0,stop,6,88.9,0.97
ARM,short,2026-02-05,2026-02-05,0,104.3755,105.94,105.94,99.68,9,-14.08,-1.5,-1.0,stop,-5,73.3,0.94
ARM,short,2026-02-13,2026-02-13,0,119.9999,121.8,121.8,114.6,8,-14.4,-1.5,-1.0,stop,-4,61.1,0.96
ARM,short,2026-03-04,2026-03-04,0,122.5773,124.42,124.42,117.06,8,-14.74,-1.5,-1.0,stop,-6,83.3,0.98
ARM,short,2026-03-06,2026-03-09,1,118.0069,112.7,119.78,112.7,8,42.46,4.5,2.99,take_profit,-6,83.3,0.94
ARM,long,2026-03-18,2026-03-19,1,127.9378,125.0,126.02,133.7,7,-20.56,-2.3,-1.53,gap_stop,7,100.0,0.89
ARM,long,2026-04-01,2026-04-02,1,154.5444,149.77,152.23,161.5,6,-28.65,-3.09,-2.06,gap_stop,4,62.2,0.93
ARM,long,2026-04-10,2026-04-10,0,152.5624,150.27,150.27,159.43,6,-13.75,-1.5,-1.0,stop,6,83.3,0.91
ARM,long,2026-04-14,2026-04-14,0,161.191,158.77,158.77,168.44,6,-14.53,-1.5,-1.0,stop,6,83.3,0.97
ARM,long,2026-04-29,2026-04-29,0,202.8026,199.76,199.76,211.93,4,-12.17,-1.5,-1.0,stop,4,62.2,0.81
ARM,long,2026-05-01,2026-05-04,1,208.3581,205.23,205.23,217.73,4,-12.51,-1.5,-1.0,stop,6,83.3,0.83
ARM,long,2026-05-20,2026-05-20,0,226.7665,236.97,223.37,236.97,4,40.81,4.5,3.0,take_profit,6,83.3,0.91
GOOGL,short,2025-10-06,2025-10-06,0,244.0577,247.72,247.72,233.08,4,-14.65,-1.5,-1.0,stop,-4,61.1,0.98
GOOGL,long,2025-11-20,2025-11-20,0,304.2492,299.69,299.69,317.94,3,-13.68,-1.5,-1.0,stop,5,73.3,0.91
GOOGL,long,2025-12-11,2025-12-11,0,319.9836,315.18,315.18,334.38,3,-14.41,-1.5,-1.0,stop,6,83.3,0.96
GOOGL,long,2025-12-30,2026-01-08,6,312.4059,326.46,307.72,326.46,3,42.16,4.5,3.0,take_profit,6,83.3,0.94
GOOGL,long,2026-01-21,2026-01-23,2,320.8233,327.5,316.01,335.26,3,20.04,2.08,1.39,signal_flip,5,73.3,0.96
GOOGL,long,2026-01-27,2026-01-29,2,335.269,330.24,330.24,350.36,2,-10.06,-1.5,-1.0,stop,5,72.2,0.67
GOOGL,short,2026-02-09,2026-02-09,0,320.1923,325.0,325.0,305.78,3,-14.42,-1.5,-1.0,stop,-4,62.2,0.96
GOOGL,short,2026-02-27,2026-02-27,0,303.4409,307.99,307.99,289.79,3,-13.65,-1.5,-1.0,stop,-5,72.2,0.91
GOOGL,short,2026-03-04,2026-03-06,2,302.1938,298.13,306.73,288.6,3,12.19,1.34,0.9,signal_flip,-5,72.2,0.91
GOOGL,short,2026-03-13,2026-03-16,1,306.5199,305.38,311.12,292.73,3,3.43,0.37,0.25,signal_flip,-5,72.2,0.92
GOOGL,short,2026-03-24,2026-03-26,2,298.7224,285.28,303.2,285.28,3,40.33,4.5,3.0,take_profit,-5,72.2,0.9
GOOGL,long,2026-05-27,2026-05-28,1,386.8256,389.9,381.02,404.23,2,6.14,0.79,0.53,signal_flip,6,83.3,0.77
LRCX,short,2025-08-06,2025-08-07,1,95.7416,98.13,97.18,91.43,10,-23.85,-2.49,-1.66,gap_stop,-5,72.2,0.96
LRCX,short,2025-08-19,2025-08-19,0,98.2569,99.73,99.73,93.84,10,-14.73,-1.5,-1.0,stop,-5,77.8,0.98
LRCX,short,2025-08-21,2025-08-22,1,98.1873,99.66,99.66,93.77,10,-14.73,-1.5,-1.0,stop,-5,77.8,0.98
LRCX,short,2025-09-02,2025-09-02,0,95.2147,96.64,96.64,90.93,10,-14.25,-1.5,-1.0,stop,-5,72.2,0.95
LRCX,long,2025-10-14,2025-10-14,0,133.8531,139.88,131.85,139.88,7,42.19,4.5,3.01,take_profit,6,83.3,0.94
LRCX,long,2025-10-16,2025-10-16,0,147.3083,145.1,145.1,153.94,6,-13.25,-1.5,-1.0,stop,6,83.3,0.88
LRCX,long,2025-10-21,2025-10-22,1,143.7149,141.56,141.56,150.18,6,-12.93,-1.5,-1.0,stop,6,83.3,0.86
LRCX,long,2025-10-24,2025-10-27,1,149.634,156.37,147.39,156.37,6,40.42,4.5,3.0,take_profit,7,100.0,0.9
LRCX,long,2025-12-19,2025-12-22,1,166.0471,173.52,163.56,173.52,6,44.84,4.5,3.0,take_profit,5,64.4,1.0
LRCX,long,2026-01-27,2026-01-28,1,230.5844,240.96,227.13,240.96,4,41.5,4.5,3.0,take_profit,6,83.3,0.92
LRCX,long,2026-02-09,2026-02-09,0,228.9647,225.53,225.53,239.27,4,-13.74,-1.5,-1.0,stop,6,83.3,0.92
LRCX,long,2026-02-13,2026-02-17,1,236.1333,231.17,232.59,246.76,4,-19.84,-2.1,-1.4,gap_stop,6,83.3,0.94
LRCX,long,2026-02-19,2026-02-20,1,234.0237,244.55,230.51,244.55,4,42.11,4.5,3.0,take_profit,6,83.3,0.94
LRCX,short,2026-03-13,2026-03-13,0,212.1277,215.31,215.31,202.58,4,-12.73,-1.5,-1.0,stop,-5,72.2,0.85
LRCX,short,2026-03-27,2026-03-27,0,209.4603,212.6,212.6,200.03,4,-12.56,-1.5,-1.0,stop,-6,88.9,0.84
LRCX,long,2026-04-02,2026-04-02,0,209.0488,218.46,205.91,218.46,4,37.64,4.5,3.0,take_profit,5,72.2,0.84
LRCX,long,2026-04-27,2026-04-27,0,268.0278,264.01,264.01,280.09,3,-12.05,-1.5,-1.0,stop,5,73.3,0.8
LRCX,short,2026-04-29,2026-04-30,1,252.9168,256.71,256.71,241.54,3,-11.38,-1.5,-1.0,stop,-6,88.9,0.76
LRCX,long,2026-06-09,2026-06-09,0,335.8355,330.8,330.8,350.95,2,-10.07,-1.5,-1.0,stop,7,100.0,0.67
NXPI,short,2025-07-31,2025-07-31,0,216.1622,210.75,219.4,206.43,4,21.65,2.5,1.67,signal_flip,-4,61.1,0.87
NXPI,long,2025-08-13,2025-08-13,0,217.868,227.67,214.6,227.67,4,39.21,4.5,3.0,take_profit,4,62.2,0.87
NXPI,short,2025-09-09,2025-09-11,2,220.929,220.06,224.24,210.99,4,3.49,0.4,0.26,signal_flip,-5,72.2,0.88
NXPI,short,2025-09-22,2025-09-22,0,221.7297,225.06,225.06,211.75,4,-13.32,-1.5,-1.0,stop,-4,62.2,0.89
NXPI,long,2025-09-26,2025-10-06,6,221.559,231.53,218.24,231.53,4,39.88,4.5,3.0,take_profit,5,72.2,0.89
NXPI,short,2025-10-08,2025-10-08,0,217.5643,220.83,220.83,207.77,4,-13.06,-1.5,-1.0,stop,-4,62.2,0.87
